historic-landfill-site	name	licence-holder
historic-landfill-site:EAHLD20474	BlackbushHanger	AandJBull(Southern)Limited
historic-landfill-site:EAHLD20477	DellPieceWest	HTHughesandSons(Transport)Limited
historic-landfill-site:EAHLD20478	MayesCoppiceFarm	MrBBetteridge
historic-landfill-site:EAHLD20660	OldWintonRoad
historic-landfill-site:EAHLD20661	BarlowsLane
historic-landfill-site:EAHLD20662	WestDown	AndoverRuralDistrictCouncil
historic-landfill-site:EAHLD20663	RoundaboutsCopse	WGCallow
historic-landfill-site:EAHLD20664	BotleyRoad-A27	WCooper
historic-landfill-site:EAHLD20666	CranfordFarm	RichardBiffaLimited
historic-landfill-site:EAHLD20667	CowleasCopse	WGWarwichEsq
historic-landfill-site:EAHLD20668	ShepherdsSpringLane	HampshireCountyCouncil
historic-landfill-site:EAHLD20884	HungerfieldsRefuseTip	JEReed,CountySurveyor
historic-landfill-site:EAHLD20885	PilotsHouseSite
historic-landfill-site:EAHLD20887	ThePiggeries
historic-landfill-site:EAHLD20888	HaleManorFarmPit	KMorrisLimited
historic-landfill-site:EAHLD20889	GranvilleRailwayBridge
historic-landfill-site:EAHLD20891	StoatsFarm
historic-landfill-site:EAHLD20892	HeadonHill
historic-landfill-site:EAHLD20893	ChessellQuarry
historic-landfill-site:EAHLD20894	HillCroftFarm	CVColson
historic-landfill-site:EAHLD20895	YarBridge
historic-landfill-site:EAHLD20490	KnowleLane	MJPassinghamLimited
historic-landfill-site:EAHLD20491	KanesHillGravelPit	AJMills
historic-landfill-site:EAHLD19958	SewageWorks
historic-landfill-site:EAHLD19959	TortingtonCommonLandfill
historic-landfill-site:EAHLD19960	SloughPlace	DrRAWiseman
historic-landfill-site:EAHLD19962	Smither'sRough
historic-landfill-site:EAHLD19963	SouthwickHill
historic-landfill-site:EAHLD19964	SussexPad	WJPack
historic-landfill-site:EAHLD19965	SwillageLane
historic-landfill-site:EAHLD20487	ScotlandCopse	SunnyBankTippingLimited
historic-landfill-site:EAHLD20488	AllbrookBrickworks	ChamberlayneMcLeanLimited
historic-landfill-site:EAHLD20489	HardingsCopseandScotlandCopse	SunnyBankTippingLimited
historic-landfill-site:EAHLD20492	WestwoodPhase3	HampshireCountyCouncil
historic-landfill-site:EAHLD20493	WestWood	HampshireCountyCouncil
historic-landfill-site:EAHLD20669	EastEndFarm
historic-landfill-site:EAHLD20670	GoddardsFarmA	ThomasKingandSons(Builders)Limited
historic-landfill-site:EAHLD20671	GoddardsFarmB
historic-landfill-site:EAHLD20672	GoddardsFarmC
historic-landfill-site:EAHLD20674	FoxcotteLaneSiteA
historic-landfill-site:EAHLD20675	FoxcotteLaneSiteB
historic-landfill-site:EAHLD20676	BetweenA303andThruxtonRacetrack
historic-landfill-site:EAHLD20677	LandAdjacenttoA27
historic-landfill-site:EAHLD20678	FormerPitToTheNorthOfA27
historic-landfill-site:EAHLD20896	Medina(Folly)Park
historic-landfill-site:EAHLD20897	LandoffJosephsWay
historic-landfill-site:EAHLD20898	LandAdjacenttoLicencedArea	SouthWightBoroughCouncil
historic-landfill-site:EAHLD20899	OldPitatChurchillsFarm
historic-landfill-site:EAHLD20900	CopseLane
historic-landfill-site:EAHLD20901	FormerMillPond
historic-landfill-site:EAHLD20902	PittsFarm
historic-landfill-site:EAHLD20903	ChawtonFarm
historic-landfill-site:EAHLD20904	FattingParkBridge
historic-landfill-site:EAHLD20905	StationRoad	CountySurveyor,IsleofWightCountyCouncil
historic-landfill-site:EAHLD20906	BinsteadLodgeRoad
historic-landfill-site:EAHLD20907	FieldatSwanmore
historic-landfill-site:EAHLD19966	TallPearsFarm	TJandJVPearson
historic-landfill-site:EAHLD19967	ThakehamTiles	ThakehamTilesLimited
historic-landfill-site:EAHLD19968	TheLuth	Strickland
historic-landfill-site:EAHLD19969	TillingshurstFarm
historic-landfill-site:EAHLD20504	CommonBarnFarm	JohnMowlamandCompanyPlc
historic-landfill-site:EAHLD20679	LandAdjacenttotheA27
historic-landfill-site:EAHLD19970	Titnore
historic-landfill-site:EAHLD19971	ToatCafe
historic-landfill-site:EAHLD19972	TottFarm	ExcavationsLimited
historic-landfill-site:EAHLD20494	SunnyBankSandandTippingLimited	SunnybankSandLimited
historic-landfill-site:EAHLD20495	BreachFarmQuarry	HallAggregates(SouthCoast)Limited
historic-landfill-site:EAHLD20496	LandadjacenttoproposedM27-SwaythlingLinkSiteD	ShellabearPriceLimited
historic-landfill-site:EAHLD20497	LandadjacenttoproposedM27-SwaythlingLinkSiteB	ShellabearPriceLimited
historic-landfill-site:EAHLD20499	StAustellClose-BodminRoad
historic-landfill-site:EAHLD20500	NorthStonehamInterchange	AEFarrLimited
historic-landfill-site:EAHLD20501	StonehamA	JRimington
historic-landfill-site:EAHLD20502	StonehamC	JRemington
historic-landfill-site:EAHLD20503	StonehamB
historic-landfill-site:EAHLD20681	SiteB,LandAdjacenttoM27Link
historic-landfill-site:EAHLD20682	SiteC,LandAdjacenttoM27Link
historic-landfill-site:EAHLD20683	WeyhilltoAppleshawRoad
historic-landfill-site:EAHLD20684	CharltonDownA
historic-landfill-site:EAHLD20685	CharltonDownB
historic-landfill-site:EAHLD20686	OldChalkPit
historic-landfill-site:EAHLD20687	DisusedPits
historic-landfill-site:EAHLD20688	NorthSideOfThruxtonHill
historic-landfill-site:EAHLD20689	LandAtTheRoughs
historic-landfill-site:EAHLD20690	SmallDellAatLinsholme
historic-landfill-site:EAHLD20909	RobinHillPit	DownendEnterprises
historic-landfill-site:EAHLD20910	GodshillRecreationGround	MrRAndrews
historic-landfill-site:EAHLD20911	PitAtFreshwaterBay
historic-landfill-site:EAHLD20912	AftonParkFarm
historic-landfill-site:EAHLD20914	NewRoad	KPHoareContractorsLimited
historic-landfill-site:EAHLD20918	NewRoad	HandBTipping
historic-landfill-site:EAHLD20919	OldCanal	TheLongfordEstate
historic-landfill-site:EAHLD20920	LandAtSouthamptonRoad	FHandandSons
historic-landfill-site:EAHLD20922	WhiteparishRefuseTip	WiltshireCountyCouncil
historic-landfill-site:EAHLD20923	BroadmeadFarm
historic-landfill-site:EAHLD16160	StockfieldMill
historic-landfill-site:EAHLD19973	Storrington,TownehouseFarm
historic-landfill-site:EAHLD19975	UpperSparksFarm
historic-landfill-site:EAHLD19976	ValeWoodLane
historic-landfill-site:EAHLD19977	WanbarrowFarm	ExcavationsLimited
historic-landfill-site:EAHLD19979	WaterLane
historic-landfill-site:EAHLD19980	WealdChase	DunsbrigPropertyCompanyLimited
historic-landfill-site:EAHLD20505	KnowlehillLane	WinchesterRuralDistrictCouncil
historic-landfill-site:EAHLD20506	LandAdjacenttoBursledonRoad
historic-landfill-site:EAHLD20507	LandOffHoundRoad
historic-landfill-site:EAHLD20508	CrowdHill	GWDenham
historic-landfill-site:EAHLD20509	OldGravelPit	BritishRail
historic-landfill-site:EAHLD20510	SpearPondGully
historic-landfill-site:EAHLD20511	HiltinburyPlayingFields	SouthamptonCorporation
historic-landfill-site:EAHLD20512	RecreationGround
historic-landfill-site:EAHLD20691	SmallDellBatLinsholme
historic-landfill-site:EAHLD20692	LandOnLockerleyHallEstateSiteA
historic-landfill-site:EAHLD20693	RatlakeHall
historic-landfill-site:EAHLD20694	DisusedPitAdjacenttoA343
historic-landfill-site:EAHLD20695	MillFarm	MrTCEdwards
historic-landfill-site:EAHLD20697	LadiesHouseCopse
historic-landfill-site:EAHLD20698	GravelPit
historic-landfill-site:EAHLD20699	SopersBottomSiteA
historic-landfill-site:EAHLD20700	RefuseDump,SopersBottom,SiteB
historic-landfill-site:EAHLD20702	LandEastOfNutseyLane	HallAggregates(SouthCoast)Limited
historic-landfill-site:EAHLD20519	SullivanRoad-BotleyRoad
historic-landfill-site:EAHLD20704	HolburyNo.1Pit	HalesContainersLimited
historic-landfill-site:EAHLD20706	No.3BorrowPit	CentralElectricityGeneratingBoard
historic-landfill-site:EAHLD20925	VictoriaTradingEstate
historic-landfill-site:EAHLD20926	ThruxtonAirfield	EarthlineLimited
historic-landfill-site:EAHLD20928	LongAcres	PGregoryandPartnersLimited
historic-landfill-site:EAHLD20929	LandEastOfColburyFarm	RaymondLBrownConstructionLimited
historic-landfill-site:EAHLD20932	CasbrookCommon	HampshireCountyCouncil
historic-landfill-site:EAHLD20933	TimsburyManorFarm	HallAggregates(SouthCoast)Limited
historic-landfill-site:EAHLD20516	ProvidenceHill
historic-landfill-site:EAHLD20517	ChestnutAvenue
historic-landfill-site:EAHLD19981	Weston'sFarm	GWVerralandSon
historic-landfill-site:EAHLD19983	WooddaleLane
historic-landfill-site:EAHLD19985	CornfieldCloseCaravanSite
historic-landfill-site:EAHLD19986	Hard'sFarm
historic-landfill-site:EAHLD19987	GrangeFarm
historic-landfill-site:EAHLD19988	AdurRecreation
historic-landfill-site:EAHLD19989	ArdenGrangeTip
historic-landfill-site:EAHLD20513	CarBootSaleSite
historic-landfill-site:EAHLD20514	RecreationGroundAtPilandsWood
historic-landfill-site:EAHLD20515	BotleyHouseCountryClub
historic-landfill-site:EAHLD20518	ButtsRoad-ShootersHillClose
historic-landfill-site:EAHLD20522	MillersPond
historic-landfill-site:EAHLD20707	BorrowPondsNos.2,3,4	CentralElectricityGeneratingBoard
historic-landfill-site:EAHLD20708	RefuseTipWestofLongdownInclosure	NewForestRuralDistrictCouncil
historic-landfill-site:EAHLD20709	ExburyGardens	ExburyGardensLimited
historic-landfill-site:EAHLD20711	HammondsFarm	GBCorless
historic-landfill-site:EAHLD20713	MarchwoodPowerStation	CentralElectricityGeneratingBoard
historic-landfill-site:EAHLD20716	GangWarily	FawleyParishCouncil
historic-landfill-site:EAHLD20725	LandatBuryRoad	NewForestDistrictCouncil
historic-landfill-site:EAHLD12387	RailwayCutting	DFTerrill
historic-landfill-site:EAHLD12388	RailwayCutting	DFTerrillEsquire
historic-landfill-site:EAHLD12393	AppleDell	PortalsLimited
historic-landfill-site:EAHLD12394	BrickKiln	PortalsLimited
historic-landfill-site:EAHLD12404	DueSouthOfKennelPlantation	PortalsLimited
historic-landfill-site:EAHLD12405	JuniperDown	RJLampardandCompanyLimited
historic-landfill-site:EAHLD12406	DismantledRailwayCutting	RextreadLimited
historic-landfill-site:EAHLD19603	Tovil	MaidstoneBoroughCouncil-KentCountyCouncil
historic-landfill-site:EAHLD19604	CoombeQuarry	MaidstoneBoroughCouncil
historic-landfill-site:EAHLD09282	LandAdjacenttoPentonWood	DunningFarmsLimited
historic-landfill-site:EAHLD19605	FantFarmQuarryNo.2	GallagherWasteDisposalLimited
historic-landfill-site:EAHLD19685	NinnLane	KentCountyCouncil
historic-landfill-site:EAHLD19686	CinderHill	SouthernWaterServices
historic-landfill-site:EAHLD19757	ParkWood
historic-landfill-site:EAHLD20431	LandBetweenBrambridgeRoadandKilnLane
historic-landfill-site:EAHLD19687	Barnetts
historic-landfill-site:EAHLD19688	ChalkPit
historic-landfill-site:EAHLD19754	PrincesParade	HytheBoroughCouncil
historic-landfill-site:EAHLD19755	Swattenden	CranRuralDistrictCouncil
historic-landfill-site:EAHLD19756	PrincesParade	HytheBoroughCouncil
historic-landfill-site:EAHLD12407	DeaneHillHouse
historic-landfill-site:EAHLD12408	WestFarm	APAllenEsquire
historic-landfill-site:EAHLD12409	Robey'sFarm	BrownCandoverEstatesLimited
historic-landfill-site:EAHLD12410	HerriardGrange
historic-landfill-site:EAHLD12411	DisusedCuttingNorthofWhitchurchStation
historic-landfill-site:EAHLD12414	PrestonCandover	PrestonCandoverParishCouncil
historic-landfill-site:EAHLD12416	LandAdjacenttoTantanoolaBungalow	AndoverPlantHire
historic-landfill-site:EAHLD12417	ChuteForestB
historic-landfill-site:EAHLD12418	ChuteForest
historic-landfill-site:EAHLD19606	TovilMillPit	PJBurk(Kent)Limited
historic-landfill-site:EAHLD19607	HomelandsFarm	SevenoaksBoroughCouncil
historic-landfill-site:EAHLD19608	ArmstrongRoad	MaidstoneBoroughCouncil
historic-landfill-site:EAHLD19689	Matfield	MatfieldRuralDistrictCouncil
historic-landfill-site:EAHLD19690	AbbeyRoad	DoverDistrictCouncil
historic-landfill-site:EAHLD19691	Highbrooms	TunbridgeWellsDistrictCouncil
historic-landfill-site:EAHLD19692	YewTreeFarm
historic-landfill-site:EAHLD19758	HenleyField	TenterdenRuralDistrictCouncil
historic-landfill-site:EAHLD19759	ParkgateFarm
historic-landfill-site:EAHLD09242	WarrenFarm	AandJBullLimited
historic-landfill-site:EAHLD19760	HookGreen	TonRuralDistrictCouncil
historic-landfill-site:EAHLD19761	DisusedRailwayLine
historic-landfill-site:EAHLD19763	TenterdenTip
historic-landfill-site:EAHLD19764	DisusedRailwayLine
historic-landfill-site:EAHLD08982	PensworthFarm	WiltshiredirectServices
historic-landfill-site:EAHLD09237	HuntsFarm	RedlandRoofTilesLimited
historic-landfill-site:EAHLD09238	TimsburySandPit	HalesContainersLimited
historic-landfill-site:EAHLD09239	SlurryPit	HaywardProperties
historic-landfill-site:EAHLD09240	FormerSandPit	McNicholasConstructionCompanyLimited
historic-landfill-site:EAHLD00516	PeterboroughRoad
historic-landfill-site:EAHLD09243	LandAdjacenttoBunnyLane	AandJBull(Southern)Limited
historic-landfill-site:EAHLD09247	DisusedSandPitAtBunnyLane	TestValleyBoroughCouncil
historic-landfill-site:EAHLD19609	SquerriesSandPit	RedlandRoof
historic-landfill-site:EAHLD19610	BurgessGreen	EastryDistrictCouncil
historic-landfill-site:EAHLD19611	GolfRoad	DevonCountyCouncil
historic-landfill-site:EAHLD09249	LandAtBunnyLane	HalesContainersLimited
historic-landfill-site:EAHLD09280	LandBetweenWadeHillDroveandGoldGutter	RaymondLBrown
historic-landfill-site:EAHLD19612	SouthwallRoad	KentCountyCouncil
historic-landfill-site:EAHLD19613	SevenMileLane
historic-landfill-site:EAHLD19693	BarwickRoad	BoroughCouncil
historic-landfill-site:EAHLD09251	BunnyLaneSandPit	HallAggregates(SouthCoast)Limited
historic-landfill-site:EAHLD00517	Morcott
historic-landfill-site:EAHLD19694	Sleedwood	KentCountyCouncil
historic-landfill-site:EAHLD19765	DisusedRailwayLine
historic-landfill-site:EAHLD19767	FairviewFarm
historic-landfill-site:EAHLD19768	Baretilt	CranRuralDistrictCouncil
historic-landfill-site:EAHLD19769	DismantledRailwayLine
historic-landfill-site:EAHLD19770	BotolphsBridge	HytheBoroughCouncil
historic-landfill-site:EAHLD19771	Hawkhurst	CRRDC-KentCountyCouncil
historic-landfill-site:EAHLD09281	LandAtCartersClay	RaymondLBrown
historic-landfill-site:EAHLD09252	HuntsFarm	JandWLimited
historic-landfill-site:EAHLD09253	HatherdenFarm	DRuddick
historic-landfill-site:EAHLD09256	LandAtWynfordFarm	DrinkwaterSabeyLimited
historic-landfill-site:EAHLD09257	LandWestOfBalksburyRoad	MrSeddon-Brown
historic-landfill-site:EAHLD09261	LandAtMountPleasantSway	GFarwellLimited
historic-landfill-site:EAHLD19614	BowerlandShaw	EastAshfordRuralDistrictCouncil
historic-landfill-site:EAHLD19615	Teston	WKSkips
historic-landfill-site:EAHLD19616	TheBeeches
historic-landfill-site:EAHLD19773	RamsdenFarm	DGBrown
historic-landfill-site:EAHLD19774	MarshQuarterFarm	CranRuralDistrictCouncil
historic-landfill-site:EAHLD19618	HegdaleQuarry	Waters-DPotter
historic-landfill-site:EAHLD19695	NorthiamFarm
historic-landfill-site:EAHLD19696	ChapmansQuarry	Tyler
historic-landfill-site:EAHLD19697	HalstowWay	AshfordDistrictCouncil
historic-landfill-site:EAHLD19698	SandhillQuarry	O'KeefeConstructionLimited
historic-landfill-site:EAHLD19699	HunterClose
historic-landfill-site:EAHLD19772	Orgarswick	RomneyRuralDistrictCouncil
historic-landfill-site:EAHLD19775	WittershamRoad	TenterdonRuralDistrictCouncil
historic-landfill-site:EAHLD19776	NewRomney	NRomneyDistrictCouncil
historic-landfill-site:EAHLD20421	HuntbourneFarm	HTHughesandSons(Transport)Limited
historic-landfill-site:EAHLD20422	AshHouseFarm	MrDRandMrsJFGamblin
historic-landfill-site:EAHLD20423	AnmoreDell	DrJSheppard
historic-landfill-site:EAHLD20424	Winnall
historic-landfill-site:EAHLD20425	LandoffBurrowRoad
historic-landfill-site:EAHLD20426	HillLane-SpringLane
historic-landfill-site:EAHLD20427	NorthofVearsLane
historic-landfill-site:EAHLD20428	LandEastOfBrambridgeRoad
historic-landfill-site:EAHLD16161	SunMill
historic-landfill-site:EAHLD20429	BishopsWalthamPond
historic-landfill-site:EAHLD19619	HydesForest	SevenoaksBoroughCouncil
historic-landfill-site:EAHLD19620	BowerFarm	GandHJenkins
historic-landfill-site:EAHLD19621	BeechmontBank
historic-landfill-site:EAHLD19622	Sandway	KentCountyCouncil
historic-landfill-site:EAHLD19623	RunnamWood	MaidstoneBoroughCouncil
historic-landfill-site:EAHLD19700	Southborough	ERFattal
historic-landfill-site:EAHLD19701	ElmsVale	BoroughCouncil
historic-landfill-site:EAHLD19702	MershamQuarry	AshfordDistrictCouncil
historic-landfill-site:EAHLD19703	ParkPLC
historic-landfill-site:EAHLD19704	CourtWurtin	AshfordDistrictCouncil
historic-landfill-site:EAHLD19777	NewRomney	NRomneyDistrictCouncil
historic-landfill-site:EAHLD19778	Brookland	RomneyRuralDistrictCouncil
historic-landfill-site:EAHLD19780	Lydd	KentCountyCouncil
historic-landfill-site:EAHLD19782	HamiltonQuarry	PioneerAggregates
historic-landfill-site:EAHLD09262	LandAtPitmoreLane	GFarwellLimited
historic-landfill-site:EAHLD09264	LandAtHammondsFarm	WhitesAggregatesLimited
historic-landfill-site:EAHLD09266	SouthOfA337	NewMiltonSandandBallastCompany
historic-landfill-site:EAHLD09276	LandAtTatchburyLane	RaymondLBrownConstructionLimited
historic-landfill-site:EAHLD19624	BrishingLane	ARCLimited
historic-landfill-site:EAHLD19625	SkinnersFarmQuarry	IJDevelopment
historic-landfill-site:EAHLD19626	TowerFarm	TBevan
historic-landfill-site:EAHLD19705	DisusedRailwayCutting	AEGenet
historic-landfill-site:EAHLD19706	Chilmington	KentCountyCouncil
historic-landfill-site:EAHLD19707	ChilmingtonCaravanPark
historic-landfill-site:EAHLD19708	HorsmondenRailwayCutting	WBarge
historic-landfill-site:EAHLD19783	HolwoodFarm	SugrueConstruction
historic-landfill-site:EAHLD19785	ChalkPit	DBMetals
historic-landfill-site:EAHLD19786	CookhamsWood	MrJChaplinandSons
historic-landfill-site:EAHLD19787	StarLaneLandfill	LondonBoroughofBromley
historic-landfill-site:EAHLD19788	Budgen'sHill-RushmoreHill	LondonBoroughofBromley
historic-landfill-site:EAHLD19789	ProfilesSite
historic-landfill-site:EAHLD19804	CookhamRoad
historic-landfill-site:EAHLD19790	KemnalManor	JJones(Excavation)Limited
historic-landfill-site:EAHLD20413	ClaylandLane
historic-landfill-site:EAHLD20414	LandAdjacenttoOtterbourneIncinerator	HampshireCountyCouncil
historic-landfill-site:EAHLD20415	WestMeonRailwayTunnel	StaraviaLimited
historic-landfill-site:EAHLD20416	PeghamCoppice	JJarvie
historic-landfill-site:EAHLD20417	LandAtWestonDownClump	GleesonCivilEngineering
historic-landfill-site:EAHLD20418	Vesonia	TreloarDemolitionandExcavationLimited
historic-landfill-site:EAHLD20419	DisusedRailwayCutting	LawnLayLimited
historic-landfill-site:EAHLD20420	LandatRossgarth	MrWJSymes
historic-landfill-site:EAHLD19711	ChilmingtonYard
historic-landfill-site:EAHLD19627	GooseGreen	TonbridgeRuralDistrictCouncil-MrPierce
historic-landfill-site:EAHLD19629	HartHill	HalesContainersLimited
historic-landfill-site:EAHLD19630	St.RichardsRoad
historic-landfill-site:EAHLD19631	LenhamRoad	Hollingb'nRuralDistrictCouncil
historic-landfill-site:EAHLD19709	BrickletonsWood	KentCountyCouncil
historic-landfill-site:EAHLD19710	ChilmingtonYard
historic-landfill-site:EAHLD19712	ElmsValeRoad	MrJull
historic-landfill-site:EAHLD19791	RichardKlingerLimited	RichardKlingerLimited
historic-landfill-site:EAHLD19792	ChavicFarm
historic-landfill-site:EAHLD19793	PrimroseFarm
historic-landfill-site:EAHLD19794	NewRoadHill
historic-landfill-site:EAHLD19796	WindmillHillWood
historic-landfill-site:EAHLD19797	TheGreen
historic-landfill-site:EAHLD19798	SevernoaksRoad	HynesConstructionLimited
historic-landfill-site:EAHLD19800	SkeetHillLane
historic-landfill-site:EAHLD20430	BugleFarm,adjacenttoBrambridgeRoad
historic-landfill-site:EAHLD15853	PilsworthSandPitPhaseA	TAdamsLimited
historic-landfill-site:EAHLD20432	PinkmeadFarm
historic-landfill-site:EAHLD20433	LandSouthOfPolesLane	JohnMowlemandCompanyPlc
