area	name	parent-statistical-geography
civil-parish-boundary:E04005796	Culverthorpe and Kelby	E07000139
civil-parish-boundary:E04005797	Digby	E07000139
civil-parish-boundary:E04005799	Dogdyke	E07000139
civil-parish-boundary:E04005800	Dorrington	E07000139
civil-parish-boundary:E04005801	Dunston	E07000139
civil-parish-boundary:E04005802	Eagle and Swinethorpe	E07000139
civil-parish-boundary:E04005803	Ewerby and Evedon	E07000139
civil-parish-boundary:E04005804	Great Hale	E07000139
civil-parish-boundary:E04005805	Harmston	E07000139
civil-parish-boundary:E04005806	Heckington	E07000139
civil-parish-boundary:E04005807	Heighington	E07000139
civil-parish-boundary:E04005808	Helpringham	E07000139
civil-parish-boundary:E04005809	Kirkby la Thorpe	E07000139
civil-parish-boundary:E04005810	Leadenham	E07000139
civil-parish-boundary:E04005811	Leasingham	E07000139
civil-parish-boundary:E04005812	Little Hale	E07000139
civil-parish-boundary:E04005813	Martin	E07000139
civil-parish-boundary:E04005814	Metheringham	E07000139
civil-parish-boundary:E04005815	Navenby	E07000139
civil-parish-boundary:E04005816	Newton and Haceby	E07000139
civil-parish-boundary:E04005817	Nocton	E07000139
civil-parish-boundary:E04005819	North Kyme	E07000139
civil-parish-boundary:E04005820	North Rauceby	E07000139
civil-parish-boundary:E04005821	North Scarle	E07000139
civil-parish-boundary:E04005822	Norton Disney	E07000139
civil-parish-boundary:E04005823	Osbournby	E07000139
civil-parish-boundary:E04005824	Potter Hanworth	E07000139
civil-parish-boundary:E04005825	Rowston	E07000139
civil-parish-boundary:E04005826	Roxholm	E07000139
civil-parish-boundary:E04005827	Ruskington	E07000139
civil-parish-boundary:E04005828	Scopwick	E07000139
civil-parish-boundary:E04005829	Scredington	E07000139
civil-parish-boundary:E04005830	Silk Willoughby	E07000139
civil-parish-boundary:E04005831	Skellingthorpe	E07000139
civil-parish-boundary:E04005832	Sleaford	E07000139
civil-parish-boundary:E04005833	South Kyme	E07000139
civil-parish-boundary:E04005834	South Rauceby	E07000139
civil-parish-boundary:E04005835	Stapleford	E07000139
civil-parish-boundary:E04005836	Swaton	E07000139
civil-parish-boundary:E04005837	Swinderby	E07000139
civil-parish-boundary:E04005838	Temple Bruer with Temple High Grange	E07000139
civil-parish-boundary:E04005840	Threekingham	E07000139
civil-parish-boundary:E04005841	Thurlby	E07000139
civil-parish-boundary:E04005842	Timberland	E07000139
civil-parish-boundary:E04005843	Waddington	E07000139
civil-parish-boundary:E04005844	Walcot near Folkingham	E07000139
civil-parish-boundary:E04005845	Walcott	E07000139
civil-parish-boundary:E04005846	Washingborough	E07000139
civil-parish-boundary:E04005847	Welbourn	E07000139
civil-parish-boundary:E04005848	Wellingore	E07000139
civil-parish-boundary:E04005849	Wilsford	E07000139
civil-parish-boundary:E04005850	Witham St. Hughs	E07000139
civil-parish-boundary:E04005851	Cowbit	E07000140
civil-parish-boundary:E04005852	Crowland	E07000140
civil-parish-boundary:E04005853	Deeping St Nicholas	E07000140
civil-parish-boundary:E04005854	Donington	E07000140
civil-parish-boundary:E04005855	Fleet	E07000140
civil-parish-boundary:E04005856	Gedney	E07000140
civil-parish-boundary:E04005857	Gedney Hill	E07000140
civil-parish-boundary:E04005858	Gosberton	E07000140
civil-parish-boundary:E04005859	Holbeach	E07000140
civil-parish-boundary:E04005860	Little Sutton	E07000140
civil-parish-boundary:E04005861	Long Sutton	E07000140
civil-parish-boundary:E04005862	Lutton	E07000140
civil-parish-boundary:E04005863	The Moultons	E07000140
civil-parish-boundary:E04005864	Pinchbeck	E07000140
civil-parish-boundary:E04005865	Quadring	E07000140
civil-parish-boundary:E04005866	Surfleet	E07000140
civil-parish-boundary:E04005867	Sutton Bridge	E07000140
civil-parish-boundary:E04005868	Sutton St Edmund	E07000140
civil-parish-boundary:E04005869	Sutton St James	E07000140
civil-parish-boundary:E04005870	Tydd St Mary	E07000140
civil-parish-boundary:E04005871	Weston	E07000140
civil-parish-boundary:E04005872	Whaplode	E07000140
civil-parish-boundary:E04005873	Allington	E07000141
civil-parish-boundary:E04005874	Ancaster	E07000141
civil-parish-boundary:E04005875	Aslackby and Laughton	E07000141
civil-parish-boundary:E04005876	Barholm and Stowe	E07000141
civil-parish-boundary:E04005877	Barkston	E07000141
civil-parish-boundary:E04005878	Barrowby	E07000141
civil-parish-boundary:E04005879	Baston	E07000141
civil-parish-boundary:E04005880	Belton and Manthorpe	E07000141
civil-parish-boundary:E04005881	Billingborough	E07000141
civil-parish-boundary:E04005882	Bitchfield and Bassingthorpe	E07000141
civil-parish-boundary:E04005883	Boothby Pagnell	E07000141
civil-parish-boundary:E04005884	Bourne	E07000141
civil-parish-boundary:E04005885	Braceborough and Wilsthorpe	E07000141
civil-parish-boundary:E04005886	Braceby and Sapperton	E07000141
civil-parish-boundary:E04005887	Burton Coggles	E07000141
civil-parish-boundary:E04005888	Careby Aunby and Holywell	E07000141
civil-parish-boundary:E04005889	Carlby	E07000141
civil-parish-boundary:E04005890	Carlton Scroop	E07000141
civil-parish-boundary:E04005891	Castle Bytham	E07000141
civil-parish-boundary:E04005892	Caythorpe	E07000141
civil-parish-boundary:E04005893	Claypole	E07000141
civil-parish-boundary:E04005894	Colsterworth	E07000141
civil-parish-boundary:E04005895	Corby Glen	E07000141
civil-parish-boundary:E04005896	Counthorpe and Creeton	E07000141
civil-parish-boundary:E04005897	Deeping St James	E07000141
civil-parish-boundary:E04005898	Denton	E07000141
civil-parish-boundary:E04005899	Dowsby	E07000141
civil-parish-boundary:E04005900	Dunsby	E07000141
civil-parish-boundary:E04005901	Easton	E07000141
civil-parish-boundary:E04005902	Edenham	E07000141
civil-parish-boundary:E04005903	Fenton	E07000141
civil-parish-boundary:E04005904	Folkingham	E07000141
civil-parish-boundary:E04005905	Foston	E07000141
civil-parish-boundary:E04005906	Fulbeck	E07000141
civil-parish-boundary:E04005907	Great Gonerby	E07000141
civil-parish-boundary:E04005908	Great Ponton	E07000141
civil-parish-boundary:E04005909	Greatford	E07000141
civil-parish-boundary:E04005910	Gunby and Stainby	E07000141
civil-parish-boundary:E04005911	Haconby	E07000141
civil-parish-boundary:E04005912	Harlaxton	E07000141
civil-parish-boundary:E04005913	Heydour	E07000141
civil-parish-boundary:E04005914	Honington	E07000141
civil-parish-boundary:E04005915	Horbling	E07000141
civil-parish-boundary:E04005916	Hough-on-the-Hill	E07000141
civil-parish-boundary:E04005917	Hougham	E07000141
civil-parish-boundary:E04005918	Ingoldsby	E07000141
civil-parish-boundary:E04005919	Irnham	E07000141
civil-parish-boundary:E04005920	Kirkby Underwood	E07000141
civil-parish-boundary:E04005921	Langtoft	E07000141
civil-parish-boundary:E04005922	Lenton Keisby and Osgodby	E07000141
civil-parish-boundary:E04005923	Little Bytham	E07000141
civil-parish-boundary:E04005924	Little Ponton and Stroxton	E07000141
civil-parish-boundary:E04005925	Londonthorpe and Harrowby Without	E07000141
civil-parish-boundary:E04005926	Long Bennington	E07000141
civil-parish-boundary:E04005927	Market Deeping	E07000141
civil-parish-boundary:E04005928	Marston	E07000141
civil-parish-boundary:E04005929	Morton & Hanthorpe	E07000141
civil-parish-boundary:E04005930	Normanton	E07000141
civil-parish-boundary:E04005931	North Witham	E07000141
civil-parish-boundary:E04005932	Old Somerby	E07000141
civil-parish-boundary:E04005933	Pickworth	E07000141
civil-parish-boundary:E04005934	Pointon and Sempringham	E07000141
civil-parish-boundary:E04005935	Rippingale	E07000141
civil-parish-boundary:E04005936	Ropsley and Humby	E07000141
civil-parish-boundary:E04005937	Sedgebrook	E07000141
civil-parish-boundary:E04005938	Skillington	E07000141
civil-parish-boundary:E04005939	South Witham	E07000141
civil-parish-boundary:E04005940	Stamford	E07000141
civil-parish-boundary:E04005941	Stoke Rochford	E07000141
civil-parish-boundary:E04005942	Stubton	E07000141
civil-parish-boundary:E04005943	Swayfield	E07000141
civil-parish-boundary:E04005944	Swinstead	E07000141
civil-parish-boundary:E04005945	Syston	E07000141
civil-parish-boundary:E04005946	Tallington	E07000141
civil-parish-boundary:E04005947	Thurlby	E07000141
civil-parish-boundary:E04005948	Toft with Lound and Manthorpe	E07000141
civil-parish-boundary:E04005949	Uffington	E07000141
civil-parish-boundary:E04005950	Welby	E07000141
civil-parish-boundary:E04005951	West Deeping	E07000141
civil-parish-boundary:E04005952	Westborough and Dry Doddington	E07000141
civil-parish-boundary:E04005953	Witham on the Hill	E07000141
civil-parish-boundary:E04005954	Woolsthorpe By Belvoir	E07000141
civil-parish-boundary:E04005955	Wyville cum Hungerton	E07000141
civil-parish-boundary:E04005956	Aisthorpe	E07000142
civil-parish-boundary:E04005957	Apley	E07000142
civil-parish-boundary:E04005958	Bardney	E07000142
civil-parish-boundary:E04005959	Barlings	E07000142
civil-parish-boundary:E04005960	Bigby	E07000142
civil-parish-boundary:E04005961	Bishop Norton	E07000142
civil-parish-boundary:E04005962	Blyborough	E07000142
civil-parish-boundary:E04005963	Blyton	E07000142
civil-parish-boundary:E04005964	Brampton	E07000142
civil-parish-boundary:E04005965	Brattleby	E07000142
civil-parish-boundary:E04005966	Broadholme	E07000142
civil-parish-boundary:E04005967	Brocklesby	E07000142
civil-parish-boundary:E04005968	Broxholme	E07000142
civil-parish-boundary:E04005969	Bullington	E07000142
civil-parish-boundary:E04005970	Burton	E07000142
civil-parish-boundary:E04005971	Buslingthorpe	E07000142
civil-parish-boundary:E04005972	Cabourne	E07000142
civil-parish-boundary:E04005973	Caenby	E07000142
civil-parish-boundary:E04005974	Caistor	E07000142
civil-parish-boundary:E04005975	Cammeringham	E07000142
civil-parish-boundary:E04005976	Cherry Willingham	E07000142
civil-parish-boundary:E04005977	Claxby	E07000142
civil-parish-boundary:E04005978	Cold Hanworth	E07000142
civil-parish-boundary:E04005979	Corringham	E07000142
civil-parish-boundary:E04005980	Dunholme	E07000142
civil-parish-boundary:E04005981	East Ferry	E07000142
civil-parish-boundary:E04005982	East Stockwith	E07000142
civil-parish-boundary:E04005983	Faldingworth	E07000142
civil-parish-boundary:E04005984	Fenton	E07000142
civil-parish-boundary:E04005985	Fillingham	E07000142
civil-parish-boundary:E04005986	Fiskerton	E07000142
civil-parish-boundary:E04005987	Friesthorpe	E07000142
civil-parish-boundary:E04005988	Fulnetby	E07000142
civil-parish-boundary:E04005989	Gate Burton	E07000142
civil-parish-boundary:E04005990	Glentham	E07000142
civil-parish-boundary:E04005991	Glentworth	E07000142
civil-parish-boundary:E04005992	Goltho	E07000142
civil-parish-boundary:E04005993	Grange de Lings	E07000142
civil-parish-boundary:E04005994	Grasby	E07000142
civil-parish-boundary:E04005995	Grayingham	E07000142
civil-parish-boundary:E04005996	Great Limber	E07000142
civil-parish-boundary:E04005997	Greetwell	E07000142
civil-parish-boundary:E04005998	Hackthorn	E07000142
civil-parish-boundary:E04005999	Hardwick	E07000142
civil-parish-boundary:E04006000	Harpswell	E07000142
civil-parish-boundary:E04006001	Heapham	E07000142
civil-parish-boundary:E04006002	Hemswell	E07000142
civil-parish-boundary:E04006003	Holton cum Beckering	E07000142
civil-parish-boundary:E04006004	Holton le Moor	E07000142
civil-parish-boundary:E04006005	Ingham	E07000142
civil-parish-boundary:E04006006	Keelby	E07000142
civil-parish-boundary:E04006007	Kettlethorpe	E07000142
civil-parish-boundary:E04006008	Kexby	E07000142
civil-parish-boundary:E04006009	Kirmond le Mire	E07000142
civil-parish-boundary:E04006010	Knaith	E07000142
civil-parish-boundary:E04006011	Laughton	E07000142
civil-parish-boundary:E04006012	Lea	E07000142
civil-parish-boundary:E04006013	Legsby	E07000142
civil-parish-boundary:E04006014	Linwood	E07000142
civil-parish-boundary:E04006015	Lissington	E07000142
civil-parish-boundary:E04006016	Market Rasen	E07000142
civil-parish-boundary:E04006017	Marton	E07000142
civil-parish-boundary:E04006018	Middle Rasen	E07000142
civil-parish-boundary:E04006019	Morton	E07000142
civil-parish-boundary:E04006020	Nettleham	E07000142
civil-parish-boundary:E04006021	Nettleton	E07000142
civil-parish-boundary:E04006022	Newball	E07000142
civil-parish-boundary:E04006023	Newton on Trent	E07000142
civil-parish-boundary:E04006024	Normanby by Spital	E07000142
civil-parish-boundary:E04006025	Normanby le Wold	E07000142
civil-parish-boundary:E04006026	North Carlton	E07000142
civil-parish-boundary:E04006027	North Kelsey	E07000142
civil-parish-boundary:E04006028	North Willingham	E07000142
civil-parish-boundary:E04006029	Northorpe	E07000142
civil-parish-boundary:E04006030	Osgodby	E07000142
civil-parish-boundary:E04006031	Owersby	E07000142
civil-parish-boundary:E04006032	Owmby	E07000142
civil-parish-boundary:E04006033	Pilham	E07000142
civil-parish-boundary:E04006034	Rand	E07000142
civil-parish-boundary:E04006035	Reepham	E07000142
civil-parish-boundary:E04006036	Riby	E07000142
civil-parish-boundary:E04006037	Riseholme	E07000142
civil-parish-boundary:E04006038	Rothwell	E07000142
civil-parish-boundary:E04006039	Saxby	E07000142
civil-parish-boundary:E04006040	Saxilby with Ingleby	E07000142
civil-parish-boundary:E04006041	Scampton	E07000142
civil-parish-boundary:E04006042	Scothern	E07000142
civil-parish-boundary:E04006043	Scotter	E07000142
civil-parish-boundary:E04006044	Scotton	E07000142
civil-parish-boundary:E04006045	Searby cum Owmby	E07000142
civil-parish-boundary:E04006046	Sixhills	E07000142
civil-parish-boundary:E04006047	Snarford	E07000142
civil-parish-boundary:E04006048	Snelland	E07000142
civil-parish-boundary:E04006049	Snitterby	E07000142
civil-parish-boundary:E04006050	Somerby	E07000142
civil-parish-boundary:E04006051	South Carlton	E07000142
civil-parish-boundary:E04006052	South Kelsey	E07000142
civil-parish-boundary:E04006053	Spridlington	E07000142
civil-parish-boundary:E04006054	Springthorpe	E07000142
civil-parish-boundary:E04006055	Stainfield	E07000142
civil-parish-boundary:E04006056	Stainton by Langworth	E07000142
civil-parish-boundary:E04006057	Stainton le Vale	E07000142
civil-parish-boundary:E04006058	Stow	E07000142
civil-parish-boundary:E04006059	Sturton by Stow	E07000142
civil-parish-boundary:E04006060	Sudbrooke	E07000142
civil-parish-boundary:E04006061	Swallow	E07000142
civil-parish-boundary:E04006062	Swinhope	E07000142
civil-parish-boundary:E04006063	Tealby	E07000142
civil-parish-boundary:E04006064	Thonock	E07000142
civil-parish-boundary:E04006065	Thoresway	E07000142
civil-parish-boundary:E04006066	Thorganby	E07000142
civil-parish-boundary:E04006067	Thorpe in the Fallows	E07000142
civil-parish-boundary:E04006068	Toft Newton	E07000142
civil-parish-boundary:E04006069	Torksey	E07000142
civil-parish-boundary:E04006070	Upton	E07000142
civil-parish-boundary:E04006071	Waddingham	E07000142
civil-parish-boundary:E04006072	Walesby	E07000142
civil-parish-boundary:E04006073	Walkerith	E07000142
civil-parish-boundary:E04006074	Welton	E07000142
civil-parish-boundary:E04006075	West Firsby	E07000142
civil-parish-boundary:E04006076	West Rasen	E07000142
civil-parish-boundary:E04006077	Wickenby	E07000142
civil-parish-boundary:E04006078	Wildsworth	E07000142
civil-parish-boundary:E04006079	Willingham	E07000142
civil-parish-boundary:E04006080	Willoughton	E07000142
civil-parish-boundary:E04006081	Gainsborough	E07000142
civil-parish-boundary:E04006082	Hemswell Cliff	E07000142
civil-parish-boundary:E04006083	Brookenby	E07000142
civil-parish-boundary:E04006084	Ashill	E07000143
civil-parish-boundary:E04006085	Attleborough	E07000143
civil-parish-boundary:E04006086	Banham	E07000143
civil-parish-boundary:E04006087	Bawdeswell	E07000143
civil-parish-boundary:E04006088	Beachamwell	E07000143
civil-parish-boundary:E04006089	Beeston with Bittering	E07000143
civil-parish-boundary:E04006090	Beetley	E07000143
civil-parish-boundary:E04006091	Besthorpe	E07000143
civil-parish-boundary:E04006092	Billingford	E07000143
civil-parish-boundary:E04006093	Bintree	E07000143
civil-parish-boundary:E04006094	Blo' Norton	E07000143
civil-parish-boundary:E04006095	Bradenham	E07000143
civil-parish-boundary:E04006096	Brettenham	E07000143
civil-parish-boundary:E04006097	Bridgham	E07000143
civil-parish-boundary:E04006098	Brisley	E07000143
civil-parish-boundary:E04006099	Bylaugh	E07000143
civil-parish-boundary:E04006100	Carbrooke	E07000143
civil-parish-boundary:E04006101	Caston	E07000143
civil-parish-boundary:E04006102	Cockley Cley	E07000143
civil-parish-boundary:E04006103	Colkirk	E07000143
civil-parish-boundary:E04006104	Cranwich	E07000143
civil-parish-boundary:E04006105	Cranworth	E07000143
civil-parish-boundary:E04006106	Croxton	E07000143
civil-parish-boundary:E04006107	Didlington	E07000143
civil-parish-boundary:E04006108	Dereham	E07000143
civil-parish-boundary:E04006109	East Tuddenham	E07000143
civil-parish-boundary:E04006110	Elsing	E07000143
civil-parish-boundary:E04006111	Foulden	E07000143
civil-parish-boundary:E04006112	Foxley	E07000143
civil-parish-boundary:E04006113	Fransham	E07000143
civil-parish-boundary:E04006114	Garboldisham	E07000143
civil-parish-boundary:E04006115	Garvestone	E07000143
civil-parish-boundary:E04006116	Gateley	E07000143
civil-parish-boundary:E04006117	Gooderstone	E07000143
civil-parish-boundary:E04006118	Great Cressingham	E07000143
civil-parish-boundary:E04006119	Great Dunham	E07000143
civil-parish-boundary:E04006120	Great Ellingham	E07000143
civil-parish-boundary:E04006121	Gressenhall	E07000143
civil-parish-boundary:E04006122	Griston	E07000143
civil-parish-boundary:E04006123	Guist	E07000143
civil-parish-boundary:E04006124	Hardingham	E07000143
civil-parish-boundary:E04006125	Harling	E07000143
civil-parish-boundary:E04006126	Hilborough	E07000143
civil-parish-boundary:E04006127	Hockering	E07000143
civil-parish-boundary:E04006128	Hockham	E07000143
civil-parish-boundary:E04006129	Hoe	E07000143
civil-parish-boundary:E04006130	Holme Hale	E07000143
civil-parish-boundary:E04006131	Horningtoft	E07000143
civil-parish-boundary:E04006132	Ickburgh	E07000143
civil-parish-boundary:E04006133	Kempstone	E07000143
civil-parish-boundary:E04006134	Kenninghall	E07000143
civil-parish-boundary:E04006135	Kilverstone	E07000143
civil-parish-boundary:E04006136	Lexham	E07000143
civil-parish-boundary:E04006137	Litcham	E07000143
civil-parish-boundary:E04006138	Little Cressingham	E07000143
civil-parish-boundary:E04006139	Little Dunham	E07000143
civil-parish-boundary:E04006140	Little Ellingham	E07000143
civil-parish-boundary:E04006141	Longham	E07000143
civil-parish-boundary:E04006142	Lynford	E07000143
civil-parish-boundary:E04006143	Lyng	E07000143
civil-parish-boundary:E04006144	Mattishall	E07000143
civil-parish-boundary:E04006145	Merton	E07000143
civil-parish-boundary:E04006146	Mileham	E07000143
civil-parish-boundary:E04006147	Mundford	E07000143
civil-parish-boundary:E04006148	Narborough	E07000143
civil-parish-boundary:E04006149	Narford	E07000143
civil-parish-boundary:E04006150	Necton	E07000143
civil-parish-boundary:E04006151	New Buckenham	E07000143
civil-parish-boundary:E04006152	Newton by Castle Acre	E07000143
civil-parish-boundary:E04006153	North Elmham	E07000143
civil-parish-boundary:E04006154	North Lopham	E07000143
civil-parish-boundary:E04006155	North Pickenham	E07000143
civil-parish-boundary:E04006156	North Tuddenham	E07000143
civil-parish-boundary:E04006157	Old Buckenham	E07000143
civil-parish-boundary:E04006158	Ovington	E07000143
civil-parish-boundary:E04006159	Oxborough	E07000143
civil-parish-boundary:E04006160	Quidenham	E07000143
civil-parish-boundary:E04006161	Riddlesworth	E07000143
civil-parish-boundary:E04006162	Rocklands	E07000143
civil-parish-boundary:E04006163	Roudham and Larling	E07000143
civil-parish-boundary:E04006164	Rougham	E07000143
civil-parish-boundary:E04006165	Saham Toney	E07000143
civil-parish-boundary:E04006166	Scarning	E07000143
civil-parish-boundary:E04006167	Scoulton	E07000143
civil-parish-boundary:E04006168	Shipdham	E07000143
civil-parish-boundary:E04006169	Shropham	E07000143
civil-parish-boundary:E04006170	Snetterton	E07000143
civil-parish-boundary:E04006171	South Acre	E07000143
civil-parish-boundary:E04006172	South Lopham	E07000143
civil-parish-boundary:E04006173	South Pickenham	E07000143
civil-parish-boundary:E04006174	Sparham	E07000143
civil-parish-boundary:E04006175	Sporle with Palgrave	E07000143
civil-parish-boundary:E04006176	Stanfield	E07000143
civil-parish-boundary:E04006177	Stanford	E07000143
civil-parish-boundary:E04006178	Stow Bedon	E07000143
civil-parish-boundary:E04006179	Sturston	E07000143
civil-parish-boundary:E04006180	Swaffham	E07000143
civil-parish-boundary:E04006181	Swanton Morley	E07000143
civil-parish-boundary:E04006182	Thetford	E07000143
civil-parish-boundary:E04006183	Thompson	E07000143
civil-parish-boundary:E04006184	Tittleshall	E07000143
civil-parish-boundary:E04006185	Tottington	E07000143
civil-parish-boundary:E04006186	Twyford	E07000143
civil-parish-boundary:E04006187	Watton	E07000143
civil-parish-boundary:E04006188	Weasenham All Saints	E07000143
civil-parish-boundary:E04006189	Weasenham St. Peter	E07000143
civil-parish-boundary:E04006190	Weeting-with-Broomhill	E07000143
civil-parish-boundary:E04006191	Wellingham	E07000143
civil-parish-boundary:E04006192	Wendling	E07000143
civil-parish-boundary:E04006193	Whinburgh and Westfield	E07000143
civil-parish-boundary:E04006194	Whissonsett	E07000143
civil-parish-boundary:E04006195	Wretham	E07000143
civil-parish-boundary:E04006196	Yaxham	E07000143
civil-parish-boundary:E04006197	Acle	E07000144
civil-parish-boundary:E04006198	Alderford	E07000144
civil-parish-boundary:E04006199	Attlebridge	E07000144
civil-parish-boundary:E04006200	Aylsham	E07000144
civil-parish-boundary:E04006201	Beeston St. Andrew	E07000144
civil-parish-boundary:E04006202	Beighton	E07000144
civil-parish-boundary:E04006203	Belaugh	E07000144
civil-parish-boundary:E04006204	Blickling	E07000144
civil-parish-boundary:E04006205	Blofield	E07000144
civil-parish-boundary:E04006206	Booton	E07000144
civil-parish-boundary:E04006207	Brampton	E07000144
civil-parish-boundary:E04006208	Brandiston	E07000144
civil-parish-boundary:E04006209	Brundall	E07000144
civil-parish-boundary:E04006210	Burgh and Tuttington	E07000144
civil-parish-boundary:E04006211	Buxton with Lammas	E07000144
civil-parish-boundary:E04006212	Cantley, Limpenhoe and Southwood	E07000144
civil-parish-boundary:E04006213	Cawston	E07000144
civil-parish-boundary:E04006214	Coltishall	E07000144
civil-parish-boundary:E04006216	Drayton	E07000144
civil-parish-boundary:E04006217	Felthorpe	E07000144
civil-parish-boundary:E04006218	Foulsham	E07000144
civil-parish-boundary:E04006219	Freethorpe	E07000144
civil-parish-boundary:E04006220	Frettenham	E07000144
civil-parish-boundary:E04006221	Great and Little Plumstead	E07000144
civil-parish-boundary:E04006222	Great Witchingham	E07000144
civil-parish-boundary:E04006223	Guestwick	E07000144
civil-parish-boundary:E04006224	Hainford	E07000144
civil-parish-boundary:E04006225	Halvergate	E07000144
civil-parish-boundary:E04006226	Haveringland	E07000144
civil-parish-boundary:E04006227	Hellesdon	E07000144
civil-parish-boundary:E04006228	Hemblington	E07000144
civil-parish-boundary:E04006229	Hevingham	E07000144
civil-parish-boundary:E04006230	Heydon	E07000144
civil-parish-boundary:E04006231	Honingham	E07000144
civil-parish-boundary:E04006232	Horsford	E07000144
civil-parish-boundary:E04006233	Horsham St. Faith and Newton St. Faith	E07000144
civil-parish-boundary:E04006234	Horstead with Stanninghall	E07000144
civil-parish-boundary:E04006235	Lingwood and Burlingham	E07000144
civil-parish-boundary:E04006236	Little Witchingham	E07000144
civil-parish-boundary:E04006237	Marsham	E07000144
civil-parish-boundary:E04006238	Morton on the Hill	E07000144
civil-parish-boundary:E04006239	Old Catton	E07000144
civil-parish-boundary:E04006240	Oulton	E07000144
civil-parish-boundary:E04006241	Postwick with Witton	E07000144
civil-parish-boundary:E04006242	Rackheath	E07000144
civil-parish-boundary:E04006243	Reedham	E07000144
civil-parish-boundary:E04006244	Reepham	E07000144
civil-parish-boundary:E04006245	Ringland	E07000144
civil-parish-boundary:E04006246	Salhouse	E07000144
civil-parish-boundary:E04006247	Salle	E07000144
civil-parish-boundary:E04006248	South Walsham	E07000144
civil-parish-boundary:E04006250	Sprowston	E07000144
civil-parish-boundary:E04006251	Stratton Strawless	E07000144
civil-parish-boundary:E04006252	Strumpshaw	E07000144
civil-parish-boundary:E04006253	Swannington	E07000144
civil-parish-boundary:E04006254	Taverham	E07000144
civil-parish-boundary:E04006255	Themelthorpe	E07000144
civil-parish-boundary:E04006256	Thorpe St. Andrew	E07000144
civil-parish-boundary:E04006257	Upton with Fishley	E07000144
civil-parish-boundary:E04006258	Weston Longville	E07000144
civil-parish-boundary:E04006259	Woodbastwick	E07000144
civil-parish-boundary:E04006260	Wood Dalling	E07000144
civil-parish-boundary:E04006261	Wroxham	E07000144
civil-parish-boundary:E04006262	Ashby with Oby	E07000145
civil-parish-boundary:E04006263	Belton with Browston	E07000145
civil-parish-boundary:E04006264	Bradwell	E07000145
civil-parish-boundary:E04006265	Burgh Castle	E07000145
civil-parish-boundary:E04006266	Caister-on-Sea	E07000145
civil-parish-boundary:E04006267	Filby	E07000145
civil-parish-boundary:E04006268	Fleggburgh	E07000145
civil-parish-boundary:E04006269	Fritton and St. Olaves	E07000145
civil-parish-boundary:E04006270	Hemsby	E07000145
civil-parish-boundary:E04006271	Hopton-on-Sea	E07000145
civil-parish-boundary:E04006272	Martham	E07000145
civil-parish-boundary:E04006273	Mautby	E07000145
civil-parish-boundary:E04006274	Ormesby St. Margaret with Scratby	E07000145
civil-parish-boundary:E04006275	Ormesby St. Michael	E07000145
civil-parish-boundary:E04006276	Repps with Bastwick	E07000145
civil-parish-boundary:E04006277	Rollesby	E07000145
civil-parish-boundary:E04006278	Somerton	E07000145
civil-parish-boundary:E04006279	Stokesby with Herringby	E07000145
civil-parish-boundary:E04006280	Thurne	E07000145
civil-parish-boundary:E04006281	West Caister	E07000145
civil-parish-boundary:E04006282	Winterton-on-Sea	E07000145
civil-parish-boundary:E04006283	Anmer	E07000146
civil-parish-boundary:E04006284	Bagthorpe with Barmer	E07000146
civil-parish-boundary:E04006285	Barton Bendish	E07000146
civil-parish-boundary:E04006286	Barwick	E07000146
civil-parish-boundary:E04006287	Bawsey	E07000146
civil-parish-boundary:E04006288	Bircham	E07000146
civil-parish-boundary:E04006289	Boughton	E07000146
civil-parish-boundary:E04006290	Brancaster	E07000146
civil-parish-boundary:E04006291	Burnham Market	E07000146
civil-parish-boundary:E04006292	Burnham Norton	E07000146
civil-parish-boundary:E04006293	Burnham Overy	E07000146
civil-parish-boundary:E04006294	Burnham Thorpe	E07000146
civil-parish-boundary:E04006295	Castle Acre	E07000146
civil-parish-boundary:E04006297	Choseley	E07000146
civil-parish-boundary:E04006298	Clenchwarton	E07000146
civil-parish-boundary:E04006299	Congham	E07000146
civil-parish-boundary:E04006300	Crimplesham	E07000146
civil-parish-boundary:E04006301	Denver	E07000146
civil-parish-boundary:E04006302	Dersingham	E07000146
civil-parish-boundary:E04006303	Docking	E07000146
civil-parish-boundary:E04006304	Downham Market	E07000146
civil-parish-boundary:E04006305	Downham West	E07000146
civil-parish-boundary:E04006306	East Rudham	E07000146
civil-parish-boundary:E04006307	East Walton	E07000146
civil-parish-boundary:E04006308	East Winch	E07000146
civil-parish-boundary:E04006309	Emneth	E07000146
civil-parish-boundary:E04006310	Feltwell	E07000146
civil-parish-boundary:E04006311	Fincham	E07000146
civil-parish-boundary:E04006312	Flitcham with Appleton	E07000146
civil-parish-boundary:E04006313	Fordham	E07000146
civil-parish-boundary:E04006314	Fring	E07000146
civil-parish-boundary:E04006315	Gayton	E07000146
civil-parish-boundary:E04006316	Great Massingham	E07000146
civil-parish-boundary:E04006317	Grimston	E07000146
civil-parish-boundary:E04006318	Harpley	E07000146
civil-parish-boundary:E04006319	Heacham	E07000146
civil-parish-boundary:E04006320	Hilgay	E07000146
civil-parish-boundary:E04006321	Hillington	E07000146
civil-parish-boundary:E04006322	Hockwold cum Wilton	E07000146
civil-parish-boundary:E04006323	Holme next the Sea	E07000146
civil-parish-boundary:E04006324	Houghton	E07000146
