OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedforPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,Easting,Northing
http://opendatacommunities.org/id/metropolitan-district-council/bury,Bury Council,HL/1981/00,,"Works opposite 101 Mather Road, Bury",http://maps.bury.gov.uk/webmaplayers8/Map.aspx?x=380882&y=413392&resolution=0.5&epsg=27700&mapname=bury_shlaa_external&baseLayer=GreyScaleBury&datalayers=Brownfield%20Land%20Register%202017%2CBury%20Council%2CselectFeaturesControl_container,ETRS89,-2.290472262,53.61673626,0.33,not owned by a public authority,,not permissioned,,,https://planning.bury.gov.uk/online-applications/search.do?action=simple,,20,,,,20,20,,,,19/12/2017,19/12/2017,380882,413392
http://opendatacommunities.org/id/metropolitan-district-council/bury,Bury Council,HL/1958/00,,"Former Petrol Station, Parr Lane, Unsworth, Bury",http://maps.bury.gov.uk/webmaplayers8/Map.aspx?x=381925&y=407043&resolution=0.5&epsg=27700&mapname=bury_shlaa_external&baseLayer=GreyScaleBury&datalayers=Brownfield%20Land%20Register%202017%2CBury%20Council%2CselectFeaturesControl_container,ETRS89,-2.274335741,53.55970773,0.1,not owned by a public authority,,not permissioned,,,https://planning.bury.gov.uk/online-applications/search.do?action=simple,,5,,,,5,5,,,52413 for 5 townhouses lapsed 07/07/13,19/12/2017,19/12/2017,381925,407043
http://opendatacommunities.org/id/metropolitan-district-council/bury,Bury Council,HL/2004/00,,"Adj 13 Bury Road, Radcliffe",http://maps.bury.gov.uk/webmaplayers8/Map.aspx?x=378857&y=407535&resolution=0.5&epsg=27700&mapname=bury_shlaa_external&baseLayer=GreyScaleBury&datalayers=Brownfield%20Land%20Register%202017%2CBury%20Council%2CselectFeaturesControl_container,ETRS89,-2.320684515,53.56401411,0.26,not owned by a public authority,,not permissioned,,,https://planning.bury.gov.uk/online-applications/search.do?action=simple,,10,,,,10,10,,,42339 - outline planning permission lapsed 14/05/07,19/12/2017,19/12/2017,378857,407535
http://opendatacommunities.org/id/metropolitan-district-council/bury,Bury Council,HL/2057/00,,"Fairfield Service Station, Rochdale Old Road, Bury",http://maps.bury.gov.uk/webmaplayers8/Map.aspx?x=382770&y=411607&resolution=0.5&epsg=27700&mapname=bury_shlaa_external&baseLayer=GreyScaleBury&datalayers=Brownfield%20Land%20Register%202017%2CBury%20Council%2CselectFeaturesControl_container,ETRS89,-2.261832678,53.60075824,0.1,not owned by a public authority,,not permissioned,,,https://planning.bury.gov.uk/online-applications/search.do?action=simple,,9,,,,9,9,,,44080 (9 apartments) - lapsed 24/05/10,19/12/2017,19/12/2017,382770,411607
http://opendatacommunities.org/id/metropolitan-district-council/bury,Bury Council,HL/2127/00,,"Wellington Garage, Dearden Street, Bury",http://maps.bury.gov.uk/webmaplayers8/Map.aspx?x=379119&y=410312&resolution=0.5&epsg=27700&mapname=bury_shlaa_external&baseLayer=GreyScaleBury&datalayers=Brownfield%20Land%20Register%202017%2CBury%20Council%2CselectFeaturesControl_container,ETRS89,-2.316915706,53.58898482,0.07,not owned by a public authority,yes,permissioned,full planning permission,27/07/2016,https://planning.bury.gov.uk/online-applications/search.do?action=simple,,5,5 no. Dwellings,,,5,5,,,59398 - Erection of 5 no. Dwellings approved on 27/07/2016,19/12/2017,19/12/2017,379119,410312
http://opendatacommunities.org/id/metropolitan-district-council/bury,Bury Council,HL/2206/00,,"Site of Hartshead Works, Deal Street, Bury, BL9 7PU",http://maps.bury.gov.uk/webmaplayers8/Map.aspx?x=381727&y=411147&resolution=0.5&epsg=27700&mapname=bury_shlaa_external&baseLayer=GreyScaleBury&datalayers=Brownfield%20Land%20Register%202017%2CBury%20Council%2CselectFeaturesControl_container,ETRS89,-2.277566217,53.59658809,0.5,not owned by a public authority,yes,permissioned,full planning permission,04/01/2016,https://planning.bury.gov.uk/online-applications/search.do?action=simple,,39,Residential development of 39 no. Dwellings,,,39,39,,,"58985 - Demolition of existing buildings and residential development comprising 39 no. dwellings (15 no. houses and 24 no. apartments), new access from Deal Street, carparking and landscaping approved on 04/01/2016",19/12/2017,19/12/2017,381727,411147
http://opendatacommunities.org/id/metropolitan-district-council/bury,Bury Council,HL/2148/00,,"Radcliffe High School, Abden Street, Radcliffe",http://maps.bury.gov.uk/webmaplayers8/Map.aspx?x=377985&y=407181&resolution=0.5&epsg=27700&mapname=bury_shlaa_external&baseLayer=GreyScaleBury&datalayers=Brownfield%20Land%20Register%202017%2CBury%20Council%2CselectFeaturesControl_container,ETRS89,-2.333824317,53.56079619,2.3,owned by a public authority,yes,not permissioned,,,https://planning.bury.gov.uk/online-applications/search.do?action=simple,,90,,,,90,90,,,52038 - expired outline permission for residential development,19/12/2017,19/12/2017,377985,407181
http://opendatacommunities.org/id/metropolitan-district-council/bury,Bury Council,HL/2241/00,,"Former Police Station, Irwell Street, Bury",http://maps.bury.gov.uk/webmaplayers8/Map.aspx?x=380080&y=410687&resolution=0.5&epsg=27700&mapname=bury_shlaa_external&baseLayer=GreyScaleBury&datalayers=Brownfield%20Land%20Register%202017%2CBury%20Council%2CselectFeaturesControl_container,ETRS89,-2.302422119,53.59239303,0.7,owned by a public authority,,not permissioned,,,https://planning.bury.gov.uk/online-applications/search.do?action=simple,,50,,,,50,50,,,,19/12/2017,19/12/2017,380080,410687
http://opendatacommunities.org/id/metropolitan-district-council/bury,Bury Council,HL/2236/00,,"Angouleme Way/Haymarket Street, Bury",http://maps.bury.gov.uk/webmaplayers8/Map.aspx?x=380374&y=410524&resolution=0.5&epsg=27700&mapname=bury_shlaa_external&baseLayer=GreyScaleBury&datalayers=Brownfield%20Land%20Register%202017%2CBury%20Council%2CselectFeaturesControl_container,ETRS89,-2.297970052,53.59093913,0.62,not owned by a public authority,,not permissioned,,,https://planning.bury.gov.uk/online-applications/search.do?action=simple,,30,,,,30,30,,,,19/12/2017,19/12/2017,380374,410524
http://opendatacommunities.org/id/metropolitan-district-council/bury,Bury Council,HL/2260/00,,"Orkney Close, Radcliffe",http://maps.bury.gov.uk/webmaplayers8/Map.aspx?x=378950&y=407888&resolution=0.5&epsg=27700&mapname=bury_shlaa_external&baseLayer=GreyScaleBury&datalayers=Brownfield%20Land%20Register%202017%2CBury%20Council%2CselectFeaturesControl_container,ETRS89,-2.319304535,53.5671907,0.24,not owned by a public authority,,pending decision,,,https://planning.bury.gov.uk/online-applications/search.do?action=simple,,10,,,,10,10,,,59984 - Outline - Demolition of existing care home and erection of 13 no. Dwellings undetermined at 12/12/17,19/12/2017,19/12/2017,378950,407888
http://opendatacommunities.org/id/metropolitan-district-council/bury,Bury Council,HL/2219/00,,"Yard, North of Birch Street, Bury",http://maps.bury.gov.uk/webmaplayers8/Map.aspx?x=380781&y=411434&resolution=0.5&epsg=27700&mapname=bury_shlaa_external&baseLayer=GreyScaleBury&datalayers=Brownfield%20Land%20Register%202017%2CBury%20Council%2CselectFeaturesControl_container,ETRS89,-2.291877629,53.59913358,0.16,not owned by a public authority,,not permissioned,,,https://planning.bury.gov.uk/online-applications/search.do?action=simple,,8,,,,8,8,,,,19/12/2017,19/12/2017,380781,411434
http://opendatacommunities.org/id/metropolitan-district-council/bury,Bury Council,HL/2227/00,,"Corner Walmersley Road/Moorgate, Bury",http://maps.bury.gov.uk/webmaplayers8/Map.aspx?x=380951&y=411213&resolution=0.5&epsg=27700&mapname=bury_shlaa_external&baseLayer=GreyScaleBury&datalayers=Brownfield%20Land%20Register%202017%2CBury%20Council%2CselectFeaturesControl_container,ETRS89,-2.289295287,53.59715343,0.41,mixed ownership,,not permissioned,,,https://planning.bury.gov.uk/online-applications/search.do?action=simple,,30,,,,30,30,,,,19/12/2017,19/12/2017,380951,411213
http://opendatacommunities.org/id/metropolitan-district-council/bury,Bury Council,HL/2230/00,,"Land off Knowsley Street, Bury",http://maps.bury.gov.uk/webmaplayers8/Map.aspx?x=380305&y=410362&resolution=0.5&epsg=27700&mapname=bury_shlaa_external&baseLayer=GreyScaleBury&datalayers=Brownfield%20Land%20Register%202017%2CBury%20Council%2CselectFeaturesControl_container,ETRS89,-2.299002197,53.58948044,0.37,owned by a public authority,yes,not permissioned,,,https://planning.bury.gov.uk/online-applications/search.do?action=simple,,150,,,,150,150,,,,19/12/2017,19/12/2017,380305,410362
