OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Easting,Northing,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA0878,,Westerman Complex School Road Hove,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0878%20Westerman%20Complex%20School%20Road%20Hove.pdf ,ETRS89,4036257,-13316,527619,105541,0.63,not owned by a public authority,yes,pending decision,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2016%2F02535,,104,,,,104,,,,,2017-09-19,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA0891,,70 and site of Chrome Productions Limited Goldstone Lane Hove,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0891%2070%20and%20site%20of%20Chrome%20Productions%20Limited%20Goldstone%20Lane%20Hove.pdf ,ETRS89,4036108,-12251,528678,105763,0.25,not owned by a public authority,yes,permissioned,full planning permission,2016-05-25,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2014%2F03605,,65,Demolition of existing buildings and redevelopment of site including construction of new part 4no part 5no and part 6no storey building providing 59no self contained apartments (C3). Erection of 6no three storey terraced dwelling houses (C3),Demolition of existing buildings and redevelopment of site including construction of new part 4no part 5no and part 6no storey building providing office space (119 sqm B1) at ground floor level,,,,Yes,http://wam.brighton-hove.gov.uk/PlanningWAM/doc/Supporting%20Document(s)-3193745.pdf?extension=.pdf&id=3193745&location=VOLUME4&contentType=application/pdf&pageCount=1,Development commenced on site 2016/17,2017-09-19,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA0892,,EM1 Melbourne Street/Enterprise Point ,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0892%20Melbourne%20Street%20Enterprise%20Point.pdf ,ETRS89,4036202,-8718,532212,105743,0.55,not owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2013%2F01575|,,80,,,,80,,,,B2 uses on site which would need to be relocated. Adjacent to Local Wildlife Site.,2017-09-28,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA0894,,Richardson's scrap yard and Brewer's Paint (Albany House),https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0894%20Richardson%27s%20scrap%20yard%20and%20Brewer%27s%20Paint.pdf ,ETRS89,4036478,-9897,531043,105353,0.27,not owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2010%2F00693,,20,,,,20,,,,Adjacent to Local Wildlife Site.,2017-09-28,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA0898,,Aldi 1-4 London Road,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0898%20Aldi%201-4%20London%20Road.pdf ,ETRS89,4036759,-9597,531353,105000,0.14,not owned by a public authority,,not permissioned,,,,,20,,,,20,,,,,2017-09-28,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA0925,,Kensington Street car parking sites Brighton BN1 4AJ ,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0925%20Kensington%20Street%20car%20parking%20sites%20Brighton.pdf  ,ETRS89,4037043,-9751,531209,104629,0.04,owned by a public authority,yes,pending decision,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2016%2F01020|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2004%2F02185%2FFP|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2002%2F03275%2FFP|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2002%2F01565%2FFP,,12,,,,12,,,,Application BH2016/01020  Minded to Grant planning permission subject to a s106 agreement ,2017-09-19,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA0930,,107 Boundary Road Hove,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0930%20107%20Boundary%20Road%20Hove.pdf ,ETRS89,4036058,-14378,526550,105766,0.07,not owned by a public authority,yes,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2017%2F00002|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2016%2F02047|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2015%2F02562|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2015%2F00233|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2008%2F03449|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2008%2F03442,,6,,,,6,,,,Application BH2017/00002 refused Appeal in progress September 2017,2017-09-19,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA0931,,Langfords Hotel 8-16 Third Avenue  Hove,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0931%20Langfords%20Hotel%208-16%20Third%20Avenue%20%20Hove.pdf ,ETRS89,4037063,-12042,528920,104538,0.18,not owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2010%2F01385|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2007%2F03828|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH1998%2F01546%2FFP,,27,,,,27,,,,,2017-09-28,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA0932,,Land at 189 Kingsway Hove (Sackville Hotel),https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0932%20Land%20at%20189%20Kingsway%20Hove%20%28Sackville%20Hotel%29.pdf ,ETRS89,4037023,-13125,527836,104559,0.17,not owned by a public authority,yes,permissioned,full planning permission,2015-04-15,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2017%2F01108|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2015%2F00471|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2012%2F00982|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2012%2F00097|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2011%2F01146|,,60,Erection of 5no houses and separate 5no storey building with basement of 2no flats and 2no maisonettes,,,,,,,Application BH2017/01108 for 60 Units is currently under consideration and would supersede BH2015/00471 (9 units) if approved. SHLAA Call for Sites 2015,2017-09-19,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA0933,,Courtlands Hotel 11-17 The Drive Hove,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0933%20Courtlands%20Hotel%2011-17%20The%20Drive%20Hove.pdf ,ETRS89,4036873,-11822,529133,104790,0.15,not owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2006%2F03497|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2000%2F02448%2FFP,,23,,,,23,,,,,2017-10-02,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA0934,,St Catherine's Lodge Hotel St Catherine's Terrace Kingsway Hove,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0934%20St%20Catherine%27s%20Lodge%20Hotel%20St%20Catherine%27s%20Terrace%20Kingsway%20Hove.pdf ,ETRS89,4037125,-12328,528636,104450,0.15,not owned by a public authority,,not permissioned,,,,,45,,,,45,,,,,2017-10-02,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA0935,,Prince's Marine Hotel 153 Kingsway Hove,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0935%20Prince%27s%20Marine%20Hotel%20153%20Kingsway%20Hove.pdf ,ETRS89,4037054,-12816,528146,104527,0.14,not owned by a public authority,,not permissioned,,,,,21,,,,21,,,,,2017-10-02,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA0950,,North Star Car Showroom 20 Carlton Terrace Station Road Portslade,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0950%20North%20Star%20Car%20Showroom%2020%20Carlton%20Terrace%20Station%20Road%20Portslade.pdf ,ETRS89,4036095,-14461,526469,105716,0.16,not owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2011%2F03765|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2010%2F03128|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2010%2F03124|,,16,,,,16,,,,,2017-10-02,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA0952,,21A- 21F Station Road Portslade,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0952%2021A-%2021F%20Station%20Road%20Portslade.pdf ,ETRS89,4036369,-14593,526346,105359,0.07,not owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2013%2F04347|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2012%2F01550|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2011%2F03850|,,7,,,,7,,,,,2017-10-02,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA0965,,Land between 38-50 Carlyle Street Brighton,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0965%20Land%20between%2038-50%20Carlyle%20Street%20Brighton.pdf ,ETRS89,4036710,-8659,532289,105089,0.06,not owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2004%2F00232%2FFP|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2003%2F02022%2FFP|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2000%2F02185%2FFP,,9,,,,9,,,,,2017-10-02,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA0969,,Tudor Grange 13 The Upper Drive Hove,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0969%20Tudor%20Grange%2013%20The%20Upper%20Drive%20Hove.pdf ,ETRS89,4036214,-11485,529447,105648,0.05,not owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2015%2F04540|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2012%2F02589|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2011%2F00455|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2008%2F00278,,6,,,,6,,,,,2017-10-02,,Edit polygon 
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA1030,,Police Station John Street Brighton,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA1030%20Police%20Station%20John%20Street%20Brighton.pdf ,ETRS89,4037276,-9451,531517,104337,0.51,not owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2016%2F02019|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2015%2F03597|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2014%2F03845|,,80,,,,80,,,,,2017-10-02,,Unlikely to be developed at least not resi led?
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA2001,,Vye’s 19-27 Carlton Terrace Portslade,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA2001%20Vye%E2%80%99s%2019-27%20Carlton%20Terrace%20Portslade.pdf ,ETRS89,4036070,-14467,526462,105748,0.25,not owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2011%2F03765|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2010%2F03128|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2010%2F03124,,6,,,,6,,,,,2017-10-02,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA2004,,84- 86 Denmark Villas Hove,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA2004%2084-%2086%20Denmark%20Villas%20Hove.pdf ,ETRS89,4036332,-11912,529024,105484,0.11,not owned by a public authority,yes,permissioned,full planning permission,2013-08-29,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2014%2F01042|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2012%2F03968,,9,Erection of three storey rear extension to provide 9no one and two bedroom flats,,,,,,,Prior Approval BH2014/01042 for 15 units completed 201516 Full Planning BH2012/03968 Extension for 9 units Commenced 201617,2017-09-19,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA2005,,St David's Hall Whitehawk Road Whitehawk Way Brighton,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA2005%20St%20David%27s%20Hall%20Whitehawk%20Road%20Whitehawk%20Way.pdf ,ETRS89,4037234,-7461,533504,104447,0.12,not owned by a public authority,,not permissioned,,,,,9,,,,9,,,,,2017-10-02,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA2009,,PO Delivery Office 62 North Road Brighton,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA2009%20PO%20Delivery%20Office%2062%20North%20Road%20Brighton.pdf ,ETRS89,4037025,-9908,531051,104648,0.5,not owned by a public authority,,not permissioned,,,,,110,,,,110,,,,,2017-10-02,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA29881,,Freshfield Road Business Park/Gala Bingo Car Park Freshfield Way,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA29881%20Freshfield%20Road%20Business%20Park%20Gala%20Bingo%20Car%20Park%20Freshfield%20Way.pdf ,ETRS89,4037394,-8696,532276,104206,4.29,not owned by a public authority,,not permissioned,,,,,110,,,,110,,,,Eastern Road Edward Street Development Area. Strategic Allocation for min 110 residential units,2017-10-03,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA3001,,6 Cliff Approach Brighton,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA3001%206%20Cliff%20Approach%20Brighton.pdf ,ETRS89,4037940,-7224,533766,103544,0.06,not owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2016%2F01675|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2013%2F02398|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2011%2F02251|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2010%2F01893|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2008%2F03090|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2007%2F03867,,6,,,,6,,,,,2017-10-02,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA3789,,113-119 Davigdor Road Hove ,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA3789%20113-119%20Davigdor%20Road%20Hove.pdf ,ETRS89,4036568,-11090,529854,105204,0.18,not owned by a public authority,yes,permissioned,full planning permission,2015-11-05,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2014%2F02308,,68,Demolition of existing building and construction of a new part 4no part 5no part 7no and part 8no storey building providing 68no residential units (C3) to upper levels.,Demolition of existing building and construction of a new part 4no part 5no part 7no and part 8no storey building providing 700sqm of office space (B1) at ground floor level,,,,Yes,http://wam.brighton-hove.gov.uk/PlanningWAM/doc/Supporting%20Document(s)-3084637.pdf?extension=.pdf&id=3084637&location=VOLUME4&contentType=application/pdf&pageCount=1,Development not started on site 2017 and a new application is expected,2017-09-19,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA4032,,Tower Point 44 North Road Brighton,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA4032%20Tower%20Point%2044%20North%20Road%20Brighton.pdf ,ETRS89,4037101,-9972,530990,104548,0.19,not owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2017%2F01118|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2015%2F02720|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2002%2F02958%2FFP|,,19,,,,19,,,,,2017-10-02,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA5001,,193 Preston Road (Shell),https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA5001%20193%20Preston%20Road%20%28Shell%29.pdf,ETRS89,4035678,-10676,530237,106363,0.08,not owned by a public authority,,not permissioned,,,,,12,,,,12,,,,,2017-10-02,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA5002,,BP Petrol Station 373 Kingsway  Hove (St Leohards Filling Station),https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA5002%20BP%20Petrol%20Station%20373%20Kingsway%20Hove.pdf ,ETRS89,4036780,-14417,526537,104835,0.17,not owned by a public authority,,not permissioned,,,,,17,,,,17,,,,,2017-10-02,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA5004,,Shell Fuel Garage 132-134 Old Shoreham Road   Hove,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA5004%20Shell%20Fuel%20Garage%20132-134%20Old%20Shoreham%20Road%20Hove.pdf,ETRS89,4035973,-12370,528554,105934,0.16,not owned by a public authority,,not permissioned,,,,,24,,,,24,,,,,2017-10-02,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA5005,,ESSO Fuel Garage Hove Station Station Approach,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA5005%20ESSO%20Fuel%20Garage%20Hove%20Station%20Station%20Approach.pdf ,ETRS89,4036303,-11955,528980,105521,0.09,not owned by a public authority,,not permissioned,,,,,14,,,,14,,,,,2017-10-02,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA6001,,Boundary House  Boundary Road  Hove,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA6001%20Boundary%20House%20Boundary%20Road%20Hove.pdf ,ETRS89,4036189,-14417,526516,105596,0.17,not owned by a public authority,,not permissioned,,,,,17,,,,17,,,,,2017-10-02,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA6003,,57 Station Road Portslade,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA6003%2057%20Station%20Road%20Portslade.pdf ,ETRS89,4036550,-14677,526269,105124,0.04,not owned by a public authority,,not permissioned,,,,,6,,,,6,,,,Shoreham Harbour Development Area,2017-10-02,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA6004,,35a-41 Vale Road  Portslade,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA6004%2035a-41%20Vale%20Road%20%20Portslade.pdf ,ETRS89,4036281,-14750,526186,105468,0.2,not owned by a public authority,,permissioned,full planning permission,2015-07-17,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2017%2F01039|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2016%2F05257|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2016%2F01621|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2014%2F03455|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2005%2F05308,,20,Change of use to two flats,Change of use from shop office and storage to community centre and flats,,20,,,,,2017-10-02,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA6006,,Housing Office Victoria Road Portslade (adj Portslade Town Hall),https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA6006%20Housing%20Office%20Victoria%20Road%20Portslade.pdf ,ETRS89,4036186,-14930,526003,105586,0.16,owned by a public authority,,not permissioned,,,,,20,,,,20,,,,,2017-10-02,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA6009,,Blocks E & F Kingsmere London Road,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA6009%20Blocks%20E%20%26%20F%20Kingsmere%20London%20Road.pdf ,ETRS89,4035260,-10653,530245,106902,0.09,not owned by a public authority,yes,permissioned,full planning permission,2015-11-26,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2016%2F00254|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2015%2F04074|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2015%2F02713|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2011%2F03432|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2010%2F02056|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2007%2F02691|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2007%2F00709,,8,Roof extension to Blocks E & F to provide 8no flats each with own private roof garden.,,,,,,,Extension not started,2017-09-19,,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,Brighton & Hove City Council,SHLAA6010,,46 Freehold Terrace Brighton,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA6010%2046%20Freehold%20Terrace%20Brighton.pdf ,ETRS89,4035986,-8982,531941,106014,0.04,not owned by a public authority,yes,permissioned,full planning permission,2015-11-06,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2016%2F06576|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2016%2F05388|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&application_number=BH2014%2F01637|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2012%2F03557|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2012%2F01789|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2011%2F03218|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2011%2F03217|,,8, Demolition of 46 Freehold Terrace and erection of a 4 storey building comprising 8 affordable housing units,,,,,Yes,http://wam.brighton-hove.gov.uk/PlanningWAM/doc/Supporting%20Document(s)-3113448.pdf?extension=.pdf&id=3113448&location=VOLUME4&contentType=application/pdf&pageCount=1,"Part of wider planning application for Land 54 Hollingdean Road & 46 Freehold Terrace and 52 Hollingdean Road Brightonfor Demolition of all buildings at 54 Hollingdean Road and erection of a part 3 4 5 and 6 storey building (plus basement) to form 205 student rooms (181 cluster bedrooms 19 studios and 5 accessible rooms) with kitchen and common room facilities cycle storage and refuse facilities. Associated works include photovoltaic panels on the roof of 6th storey roof gardens on 3rd 4th and 5th storeys and general planting and landscaping of grounds. Demolition of 46 Freehold Terrace and erection of a 4 storey building comprising 8 affordable housing units. Change of use and refurbishment of 52 Hollingdean Road from A1 retail with residential above to form an associated management suite including reception offices toilets laundry facilities and staff kitchen. 
",2017-09-19,,
