OrganisationURI,OrganisationLabel ,SiteReference ,PreviouslyPartOf ,SiteNameAddress ,SiteplanURL ,CoordinateReferenceSystem ,GeoX ,GeoY ,Hectares ,OwnershipStatus ,Deliverable ,PlanningStatus ,PermissionType ,PermissionDate ,PlanningHistory ,ProposedForPIP ,MinNetDwellings ,DevelopmentDescription,NonHousingDevelopment ,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation ,Notes ,FirstAddedDate ,LastUpdatedDate
http://opendatacommunities.org/id/district-council/cannock-chase,Cannock Chase Council,C21,,"""The Golden Age Inn, Moss Road, Cannock""",http://cannockchase.addresscafe.com/app/exploreit/,OSGB36,399312,311613,0.21,Not owned by a public authority,Yes,Permissioned,Full planning permission,2016-07-05,,,20,,,,20,20,,,"CH/15/0381 is full planning permission for the erection of 16 supported living apartments, granted January 2016.  CH/16/022 is full planning permission for 4 supporting living apartments (formerly site C21(a)- total of 20 units).  CH/15/0381/A is discharge of conditions application.",2017-09-01,2017-09-01
http://opendatacommunities.org/id/district-council/cannock-chase,Cannock Chase Council,C90(b),,"""Whitelodge, New Penkridge Road, Cannock""",http://cannockchase.addresscafe.com/app/exploreit/,OSGB36,397022,310567,0.23,Not owned by a public authority,Yes,Permissioned,Full planning permission,2017-02-28,,,13,,,,13,13,,,"CH/16/410 is full planning permission for the conversion of the existing building to form 13 apartments, granted February 2017.",2017-09-01,2017-09-01
http://opendatacommunities.org/id/district-council/cannock-chase,Cannock Chase Council,C269,,"""Blackford's Former Working Men's Club, Cannock Road, Cannock""",http://cannockchase.addresscafe.com/app/exploreit/,OSGB36,398707,311001,0.4,Not owned by a public authority,Yes,Permissioned,Full planning permission,2017-03-21,,,26,,,,26,26,,,"Buildings have been demolished.   CH/15/0497 is full planning permission for 26 apartments, granted March 2017.  Site owned by developer who intends to build out site. ",2017-09-01,2017-09-01
http://opendatacommunities.org/id/district-council/cannock-chase,Cannock Chase Council,C152,,"""26 - 28 Wolverhampton Road, Cannock""",http://cannockchase.addresscafe.com/app/exploreit/,OSGB36,397923,309989,0.12,Not owned by a public authority,Yes,Permissioned,Full planning permission,2015-05-28,,,21,,,,21,21,,,"CH/15/0078 is full planning permission for 21no. 1 bed flats, granted May 2015.  Landowner intends to develop- potentially as landlord to future rental properties.  ",2017-09-01,2017-09-01
http://opendatacommunities.org/id/district-council/cannock-chase,Cannock Chase Council,C364,,"""The Tackeroo, Bracken Close, Hednesford""",http://cannockchase.addresscafe.com/app/exploreit/,OSGB36,400623,313812,0.1,Not owned by a public authority,Yes,Permissioned,Full planning permission,2017-01-17,,,10,,,,10,10,,,"CH/16/144 is full planning permission for the erection of 10 apartments, granted January 2017.  Landowner is intended developer of site.  CH/16/144/A is discharge of conditions application.",2017-09-01,2017-09-01
http://opendatacommunities.org/id/district-council/cannock-chase,Cannock Chase Council,C20,,"""410-418 Cannock Road, Cannock (AKA. Land at Cannock Road/Stafford Lane, Hightown)""",http://cannockchase.addresscafe.com/app/exploreit/,OSGB36,399653,312139,0.7,Not owned by a public authority,Yes,Permissioned,Full planning permission,2015-07-23,,,30,,,,30,30,,,"CH/15/0001 is full planning application for the demolition of existing retail units and the erection of 23no. 2 bedroom houses and 11no. 3 bedroom houses (all affordable housing),  granted July 2015.  The full extent of this site including greenfield land is 0.94ha with a capacity of 34 dwellings.  The register reflects the size and indicative capacity of the brownfield element of the site only.  For full details on the site please see the SHLAA. ",2017-09-01,2017-09-01
http://opendatacommunities.org/id/district-council/cannock-chase,Cannock Chase Council,C43,,"""Land behind 81-129 High Mount Street & 97-105 Mount Street, Hednesford""",http://cannockchase.addresscafe.com/app/exploreit/,OSGB36,399870,313147,0.65,Not owned by a public authority,Yes,Permissioned,Full planning permission,2007-12-04,,,21,,,,21,21,,,Demolition of 95 High Mount Street included in the Reserved Matters application granted in December 2007 for 22 dwellings (net 21). Building work has resumed on site following a stall in 2009. (CH/07/0507).  13 completions to date.,2017-09-01,2017-09-01
http://opendatacommunities.org/id/district-council/cannock-chase,Cannock Chase Council,C128,,"""Hednesford Court Office, Angelsey Street, Hednesford""",http://cannockchase.addresscafe.com/app/exploreit/,OSGB36,399993,312284,0.35,Not owned by a public authority,Yes,Permissioned,Full planning permission,2014-09-08,,,14,,,,14,14,,,"CH/13/0132 is full planning permission for the erection of 5 pairs of 2-storey 3 bedroom houses (with rooms in roof space), 3 detached 2-storey 4 bedroom houses and 1 detached 3 bedroom bungalow, granted December 2013.  1 completion to date.",2017-09-01,2017-09-01
http://opendatacommunities.org/id/district-council/cannock-chase,Cannock Chase Council,C222(b) ,,"""Edgemead Court - Units between Walsall Road and, Park Street, Bridgtown, Cannock""",http://cannockchase.addresscafe.com/app/exploreit/,OSGB36,398336,306645,0.99,Not owned by a public authority,Yes,Permissioned,Full planning permission,2016-03-30,,,39,,,,39,39,,,"CH/16/006 is full planning permission for the erection of 24 houses and 15 apartments, granted March 2016.  ",2017-09-01,2017-09-01
http://opendatacommunities.org/id/district-council/cannock-chase,Cannock Chase Council,C272 (Part 2),,"""Langbourn, Hillcroft and Ivy House, Longford Road, Cannock """,http://cannockchase.addresscafe.com/app/exploreit/,OSGB36,397528,309572,0.4,Not owned by a public authority,Yes,Permissioned,Full planning permission,2016-11-22,,,14,,,,14,14,,,"CH/16/364 is full planning permission for the conversion of offices to 14 apartments, granted November 2016.  Landowner is intended developer of site.",2017-09-01,2017-09-01
