OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SitePlanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPiP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/doc/district-council/castle-point,Castle Point Borough Council,CP0001,,"""Land at Foksville Road, Canvey Island.""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0001map.pdf,WGS84,0.596186,51.522268,0.14,not owned by a public authority,yes,permissioned,outline planning permission,08/03/2017,https://publicaccess.castlepoint.gov.uk/online-applications/,,10,"""Demolition of existing structures and construction of three storey building comprising of 10 No. apartments with associated works.""",,,10,10,,https://publicaccess.castlepoint.gov.uk/online-applications/,Outline permission granted. Works have not commenced. Permission expires 8/3/2012. Delivery lead in time 1.5 years.  08/11/17.,08/11/2017,08/11/2017
http://opendatacommunities.org/doc/district-council/castle-point,Castle Point Borough Council,CP0002,,"""Vallee Casa, 62 Hill Road, Benfleet.""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0002map.pdf,WGS84,0.570424,51.559444,0.28,not owned by a public authority,yes,not permissioned,,,,,5,,,,5,5,,,No current planning permission. Delivery lead in time 1.5 years.  08/11/17.,08/11/2017,08/11/2017
http://opendatacommunities.org/doc/district-council/castle-point,Castle Point Borough Council,CP0003,,"""166-168 Kiln Road, Benfleet, SS7 1SU.""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0003map.pdf,WGS84,0.588983,51.560489,0.08,not owned by a public authority,yes,pending decision,full planning permission,,https://publicaccess.castlepoint.gov.uk/online-applications/,,2,"""Proposed conversion of existing dwelling including rear extension to form 3 no flats and revise existing car parking area to the rear.""",,,2,2,,https://publicaccess.castlepoint.gov.uk/online-applications/,Previous permission for 9 flats expired 2012. New planning application submitted by agent pending decision. One existing dwelling converted. Delivery lead in time 2 years without planning permission. 14/11/17.,08/11/2017,14/11/2017
http://opendatacommunities.org/doc/district-council/castle-point,Castle Point Borough Council,CP0004,,"""1a Clarence Road, South Benfleet, Benfleet SS7 1DE.""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0004map.pdf,WGS84,0.56414,51.555214,0.11,not owned by a public authority,yes,permissioned,full planning permission,11/08/2017,https://publicaccess.castlepoint.gov.uk/online-applications/,,1,"""Demolition of existing bungalow and construction of two detached dormer bungalows.""",,,1,1,,https://publicaccess.castlepoint.gov.uk/online-applications/,Full planning permission granted. Works have not commenced (Due to commence Dec 2017). Existing dwelling to be demolished. Permission expires 10/08/2020. Delivery lead in time 1 year.  09/11/17.,09/11/2017,09/11/2017
http://opendatacommunities.org/doc/district-council/castle-point,Castle Point Borough Council,CP0005,,"""Job Centre, 140 Furtherwick Road, Canvey Island.""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0005map.pdf,WGS84,0.592569,51.519425,0.13,not owned by a public authority,yes,not permissioned,,,,,15,,,,15,15,,,No current planning permission. Delivery lead in time 2 years.  09/11/17.,09/11/2017,09/11/2017
http://opendatacommunities.org/doc/district-council/castle-point,Castle Point Borough Council,CP0006,,"""84 Vicarage Hill, Benfleet SS7 1PE.""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0006map.pdf,WGS84,0.569148,51.549178,0.28,not owned by a public authority,yes,permissioned,full planning permission,28/04/2016,https://publicaccess.castlepoint.gov.uk/online-applications/,,2,"""Demolition of existing dwelling and construction of 3 No. four bed houses with associated parking and access.""",,,2,2,,https://publicaccess.castlepoint.gov.uk/online-applications/,Full planning permission granted. Works have not commenced. Existing dwelling to be demolished. Permission expires 28/04/2019. Delivery lead in time 1 year.  09/11/17.,09/11/2017,09/11/2017
http://opendatacommunities.org/doc/district-council/castle-point,Castle Point Borough Council,CP0007,,"""240-244 High Road, Benfleet.""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0007map.pdf,WGS84,0.561664,51.553173,0.19,not owned by a public authority,yes,permissioned,full planning permission,08/12/2016,https://publicaccess.castlepoint.gov.uk/online-applications/,,19,"""Construction of 18No self contained flats with 1No retail shop and 1No detached house with attached parking.""",,,19,19,,https://publicaccess.castlepoint.gov.uk/online-applications/,Full planning permission. Works have commenced. Delivery lead in time 1 year. 09/11/17.,09/11/2017,09/11/2017
http://opendatacommunities.org/doc/district-council/castle-point,Castle Point Borough Council,CP0008,,"""Site adjacent to Pauls Court, Meppel Avenue, Canvey Island.""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0008map.pdf,WGS84,0.585962,51.531522,0.07,not owned by a public authority,yes,permissioned,full planning permission,11/06/2015,https://publicaccess.castlepoint.gov.uk/online-applications/,,5,"""Demolition of detached house and construction of three storey block of 6 self contained flats with parking.""",,,5,5,,https://publicaccess.castlepoint.gov.uk/online-applications/,Full planning permission. Works have commenced. Existing dwelling demolished. Delivery lead in time 1 year. 09/11/17.,09/11/2017,09/11/2017
http://opendatacommunities.org/doc/district-council/castle-point,Castle Point Borough Council,CP0009,,"""271 Rayleigh Road, Thundersley, Benfleet SS7 3XF.""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0009map.pdf,WGS84,0.596557,51.566344,0.08,not owned by a public authority,yes,permissioned,full planning permission,15/09/2016,https://publicaccess.castlepoint.gov.uk/online-applications/,,16,"""Demolition of existing building and construction of 2 storey block of six self-contained flats with associated parking and roof garden.""",,,16,16,,https://publicaccess.castlepoint.gov.uk/online-applications/,Full planning permission. Works have commenced. Delivery lead in time 1 year. 09/11/17.,09/11/2017,09/11/2017
http://opendatacommunities.org/doc/district-council/castle-point,Castle Point Borough Council,CP0010,,"""20 Haresland Close, Hadleigh, SS7 2UT.""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0010map.pdf,WGS84,0.618843,51.565675,0.56,not owned by a public authority,yes,not permissioned,,,,,3,,,,3,3,,,No current planning permission. Lead in time 1.5 years. Existing dwelling would need to be demolished. Paragraph 89 of NPPF applied in terms of suitable capacity for the site. 14/11/17.,09/11/2017,09/11/2017
