OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,110105 / 093793,,Greenwood Road/Gladeside Road,https://mappinggm.org.uk/gmodin/,ETRS89,-2.272725,53.386315,0.24,unknown ownership,,permissioned,full planning permission,2016-02-11,http://pa.manchester.gov.uk/online-applications/,,32,Erection of a part 2 to part 4 storey apartment block to form a total of 32 apartments,,,,,,,,2017-12-31,2017-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,108903/OO/2015/N2 / 095102,,"Edge La Business Ctr, Fairfield Rd, Hr Openshw",https://mappinggm.org.uk/gmodin/,ETRS89,-2.163446,53.475402,4.42,unknown ownership,yes,permissioned,outline planning permission,2015-08-10,http://pa.manchester.gov.uk/online-applications/,,162,OUTLINE APPLICATION for the erection of 162 dwellinghouses,,,,,,,,2017-12-31,2017-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,108268/FO/2015/N2,,Lees Street / Ogden Lane Openshaw,https://mappinggm.org.uk/gmodin/,ETRS89,-2.167619,53.471594,0.26,unknown ownership,yes,permissioned,full planning permission,2015-07-15,http://pa.manchester.gov.uk/online-applications/,,13,"Erection of 13 no. two storey dwelling houses with associated landscaping, boundary treatment and",,,,,,,,2017-12-31,2017-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,114291/P3OPA/2016 / 103056,,"Units 1-3, West Street, Clayton",https://mappinggm.org.uk/gmodin/,ETRS89,-2.187046,53.483789,0.07,unknown ownership,yes,permissioned,full planning permission,2016-12-19,http://pa.manchester.gov.uk/online-applications/,,6,Notification for Prior Approval for a Proposed Change of Use of the ground floor from Office Use (Class B1(a)) to 1 x two-bedroom apartment and 5 x one-bedroom apartments,,,,,,,,2017-12-31,2017-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,102721/P3JPA/2013/S2,,179 - 199A Fog Lane Burnage,https://mappinggm.org.uk/gmodin/,ETRS89,-2.216325,53.421387,0.22,unknown ownership,yes,permissioned,full planning permission,2013-08-19,http://pa.manchester.gov.uk/online-applications/,,7,Prior Approval,,,,,,,,2017-12-31,2017-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,111347/FO/2016/N1 / 107722,,"Land Bounded By Miller Street, Rochdale Road & Ang",https://mappinggm.org.uk/gmodin/,ETRS89,-2.236219,53.486974,0.93,unknown ownership,yes,permissioned,full planning permission,2016-06-30,http://pa.manchester.gov.uk/online-applications/,,466,"Erection of part 7 storey, part 35 storey buildings to form a mixed use development comprising 466 residential apartments (Use Class C3) and ground floor commercial units maximum of 1,769 sqm","Ground floor commercial units maximum of 1,769 sqm",,,,,,,2017-12-31,2017-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,105611/FO/2014/C1,,"1 Water StreetManchesterM3 4JU",https://mappinggm.org.uk/gmodin/,ETRS89,-2.262822,53.475126,0.45,unknown ownership,yes,permissioned,full planning permission,2014-10-31,http://pa.manchester.gov.uk/online-applications/,,307,"Erection of a 28 storey building comprising 301 apartments (Use Class C3), 6 town houses (Use Class C3), ground floor commercial units (Use Classes A1, A2, B1, D1 or D2), two levels of basement car parking, landscape and public realm works, and associate",,,,,,,,2017-12-31,2017-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,105328/P3JPA/2014/C1,,"Bracken House Charles StreetManchesterM1 7BD",https://mappinggm.org.uk/gmodin/,ETRS89,-2.238829,53.473954,0.10,unknown ownership,yes,permissioned,full planning permission,2014-05-27,http://pa.manchester.gov.uk/online-applications/,,114,Application change of use of premises from B1 offices to C3 (dwellinghouses) : 114 No. apartments.,,,,,,,,2017-12-31,2017-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,106021/FO/2014/C2,,"Burlington House, Tariff Street (Picc Basin Plot H)",https://mappinggm.org.uk/gmodin/,ETRS89,-2.229905,53.481386,0.14,unknown ownership,yes,permissioned,full planning permission,2014-09-15,http://pa.manchester.gov.uk/online-applications/,,91,"Erection of 11 storey building to comprising  91 residential apartments (29 x 1 bed, 54 x 2 bed and 8 x 3 bed) (Use Class C3)",,,,,,,,2017-12-31,2017-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,107139/P3JPA/2014/C1,,"1 - 2 North ParadeManchesterM3 2NH",https://mappinggm.org.uk/gmodin/,ETRS89,-2.248026,53.482842,0.06,unknown ownership,yes,permissioned,full planning permission,2014-12-11,http://pa.manchester.gov.uk/online-applications/,,71,"Prior approval for change of use of part ground, 1st, 2nd and 3rd floor offices to  Class C3 (residential) comprising 71 apartments.",,,,,,,,2017-12-31,2017-12-31
