OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/preston,Preston,BR01,,"Sharoe Green Hospital, Sharoe Green Lane, Preston.",http://maps.preston.gov.uk/planning/map.aspx,WGS84,-2.701826501,53.78008442,5.33,Not owned by a public authority,,permissioned,reserved matters approval,03/09/2007,,,162.25,Hospital closed in 2004. Site under construction with 32 completions but stalled with no completions since 2009-10.  Original development company dissolved. Site believed to have been purchased.  Discussions have been had about a  slightly amended scheme. Planning permission on site include 06/2006/0651 & 06/2007/0585,Erection of 3no. blocks of two storey Class B1 offices (2289 sq m),,,,,,,06/09/2016,25/08/2017
http://opendatacommunities.org/id/district-council/preston,Preston,BR04,,Former Cottam Brickworks,http://maps.preston.gov.uk/planning/map.aspx,WGS84,-2.748498962,53.77878638,8.42,Not owned by a public authority,,permissioned,outline planning permission,08/03/2012,,,80.25,06/2009/0499. Part of PLP allocation MD1. No detailed permission for housing element of mixed use scheme. Housing part of site within Zone 2 of indicative  land use plan which will inc other uses.,"Full pemrisison for 4,366m2 Tesco Store, and outline permission for 314m2 A3/A4, 4186m2 B1, 529m2 (A2, A3, C3, B1a, D1, A4)",,,,,,,06/09/2016,25/08/2017
http://opendatacommunities.org/id/district-council/preston,Preston,BR06,,Avenham Street Car Park,http://maps.preston.gov.uk/planning/map.aspx,WGS84,-2.696636924,53.75721276,0.6,Not owned by a public authority,,permissioned,outline planning permission,30/08/2007,,,15,06/2007/0189 - expired.  CCP Allocation SP4.2. ,"outline permission for 12no. Class A2/B1 office units (2,955sqm), refuse management area, 210no. apartments, access and highway alterations, with associated car parking and landscaping",,,,,,,06/09/2016,25/08/2017
http://opendatacommunities.org/id/district-council/preston,Preston,BR08,,Mount Street / Garden Street,http://maps.preston.gov.uk/planning/map.aspx,WGS84,-2.703163976,53.75570057,0.06,Not owned by a public authority,,pending decision,,,,,1.5, 06/2017/0252 pending for conversion to 41 apartments,,,,,,,,06/09/2016,25/08/2017
http://opendatacommunities.org/id/district-council/preston,Preston,BR09,,"Former St Joseph's Orphanage, Theatre Street",http://maps.preston.gov.uk/planning/map.aspx,WGS84,-2.704227532,53.75671898,0.39,Not owned by a public authority,,permissioned,full planning permission,22/12/2004,,,9.75,CCP Housing Allocation SP4.1.  06/2004/0605 06/2009/0592. 06/2009/0592 is a variation of conditions app.  Minor works carried out so tech start made.  Site is part of the Housing Zone. Building is grade II listed. ,,,,,,,,06/09/2016,25/08/2017
http://opendatacommunities.org/id/district-council/preston,Preston,BR10,,"Lancashire House, Winckley Square.",http://maps.preston.gov.uk/planning/map.aspx,WGS84,-2.702766225,53.75549617,0.11,Not owned by a public authority,Yes,permissioned,planning permission granted under an order,09/02/2017,,,29,06/2016/1254 change of use to 29 apartments. One of four buildings in Winckley Square that is included in the Housing Zone.  ,,,,,,,,06/09/2016,16/10/2017
http://opendatacommunities.org/id/district-council/preston,Preston,BR11,,"Guild House, Cross Street Winckley Sq ",http://maps.preston.gov.uk/planning/map.aspx,WGS84,-2.700443481,53.75627377,0.09,Owned by a public authority,Yes,permissioned,planning permission granted under an order,07/04/2017,,,46,06/2017/0206 change of use of offices to 46 apartments. One of four buildings in Winckley Square that is included in the Housing Zone.  ,,,,,,,,06/09/2016,16/10/2017
http://opendatacommunities.org/id/district-council/preston,Preston,BR12,,"Winckley House, Winckley Sq ",http://maps.preston.gov.uk/planning/map.aspx,WGS84,-2.700362418,53.75595966,0.16,Owned by a public authority,Yes,permissioned,planning permission granted under an order,27/10/2016,,,49,06/2016/0864 change of use from offices to 49 apartments. One of four buildings in Winckley Square that is included in the Housing Zone.  ,,,,,,,,06/09/2016,16/10/2017
http://opendatacommunities.org/id/district-council/preston,Preston,BR13,,"58-60, Guildhall Street Winckley Sq ",http://maps.preston.gov.uk/planning/map.aspx,WGS84,-2.700038495,53.75654579,0.12,Owned by a public authority,,permissioned,planning permission granted under an order,10/10/2017,,,5,06/2017/0970 change of use from offices to 35 apartments. One of four buildings in Winckley Square that is included in the Housing Zone.  ,,,,,,,,06/09/2016,16/10/2017
http://opendatacommunities.org/id/district-council/preston,Preston,BR15,,"Alstom site, Channel Way",http://maps.preston.gov.uk/planning/map.aspx,WGS84,-2.721205898,53.75973691,6.26,Not owned by a public authority,,not permissioned,,,,,156.5,High density (330 dwellings). Lower density more realistic.,,,,,,,,06/09/2016,25/08/2017
http://opendatacommunities.org/id/district-council/preston,Preston,BR16,,"Goss Graphics, Fylde Road.",http://maps.preston.gov.uk/planning/map.aspx,WGS84,-2.713845994,53.76580309,3.8,Not owned by a public authority,,not permissioned,,,,,95,Previous application for 208 apartments; 88 family houses & 370 student rooms.  ,,,,,,,,06/09/2016,25/08/2017
http://opendatacommunities.org/id/district-council/preston,Preston,BR17,,Land at Ashton Basin,http://maps.preston.gov.uk/planning/map.aspx,WGS84,-2.721496393,53.76606287,0.37,Not owned by a public authority,,permissioned,outline planning permission,13/01/2014,,,12,06/2013/0749 Outline permission for the erection of 12no town houses in three blocks with associated access road and junction improvements. Previous permission 06/2008/0538 lapsed.,,,,,,,,06/09/2016,25/08/2017
http://opendatacommunities.org/id/district-council/preston,Preston,BR18,,"Former Byron Hotel, 25-35 Grimshaw Street. ",http://maps.preston.gov.uk/planning/map.aspx,WGS84,-2.692242173,53.75928754,0.09,Not owned by a public authority,,permissioned,,11/12/2006,,,2.25,06/2005/1124 for 25 apartments has now lapsed. CCP allocation SP4.6,,,,,,,,06/09/2016,25/08/2017
http://opendatacommunities.org/id/district-council/preston,Preston,BR19,,"Miller Arcade, Church Street",http://maps.preston.gov.uk/planning/map.aspx,WGS84,-2.698086228,53.75863345,0.2,Not owned by a public authority,,permissioned,full planning permission,30/04/2015,,,45,06/2015/0022 for conversion of upper floors to form 45 studio apartments. Previous pp 06/2005/0060 lapsed.,A3 use on 1st floor as well as apartments,,,,,,,06/09/2016,25/08/2017
http://opendatacommunities.org/id/district-council/preston,Preston,BR20,,6&7 Ribblesdale Place,http://maps.preston.gov.uk/planning/map.aspx,WGS84,-2.7001831,53.75429789,0.07,Not owned by a public authority,,permissioned,,11/08/2004,,,2,06/2004/0757 change of use from offices to 6 apartments. Various permissions but none implemented. ,,,,,,,,06/09/2016,25/08/2017
http://opendatacommunities.org/id/district-council/preston,Preston,BR21,,37/38 Cannon Street,http://maps.preston.gov.uk/planning/map.aspx,WGS84,-2.699702087,53.75729377,0.02,Not owned by a public authority,,permissioned,full planning permission,04/04/2017,,,1,06/2017/0074 change of use of part of ground floor anf first floor to 1 apartment,,,,,,,,06/09/2016,25/08/2017
http://opendatacommunities.org/id/district-council/preston,Preston,BR22,,5-13 Market Street,http://maps.preston.gov.uk/planning/map.aspx,WGS84,-2.700259307,53.75978924,0.06,Not owned by a public authority,,pending decision,,,,,1.5,06/2017/0251 pending for 19 apartments. 06/2008/0810 lapsed,A1 and A3 use at basement and groundfloor,,,,,,,06/09/2016,25/08/2017
http://opendatacommunities.org/id/district-council/preston,Preston,BR23,,"Hemmings Mill, New Hall Lane",http://maps.preston.gov.uk/planning/map.aspx,WGS84,-2.685135523,53.76159341,0.33,Not owned by a public authority,,permissioned,full planning permission,11/12/2008,,,8.25,06/2007/1092 for conversion to 45 apartments Not implemented ,,,,,,,,06/09/2016,25/08/2017
http://opendatacommunities.org/id/district-council/preston,Preston,BR25,,Parker Street,http://maps.preston.gov.uk/planning/map.aspx,WGS84,-2.721193573,53.76875217,1.3,Unknown ownership,,not permissioned,,,,,32.5,PLP Site HS1.3. Still in employment use - redevelopment unlikely in short term. ,,,,,,,,06/09/2016,25/08/2017
http://opendatacommunities.org/id/district-council/preston,Preston,BR26,,Former Ainsdale House Site,http://maps.preston.gov.uk/planning/map.aspx,WGS84,-2.75509174,53.76986466,0.29,Owned by a public authority,,not permissioned,,,,,7.25,Site still vacant. No pp. ,,,,,,,,06/09/2016,25/08/2017
http://opendatacommunities.org/id/district-council/preston,Preston,BR27,,"Brethren's Meeting Room, Egerton Road, Ashton.",http://maps.preston.gov.uk/planning/map.aspx,WGS84,-2.739178398,53.76566749,0.5,Not owned by a public authority,,not permissioned,,,,,12.5,PLP Site HS1.12 No pp.,,,,,,,,06/09/2016,25/08/2017
http://opendatacommunities.org/id/district-council/preston,Preston,BR28,,"Railway land, Corporation Street",http://maps.preston.gov.uk/planning/map.aspx,WGS84,-2.707321223,53.75849841,1.75,Not owned by a public authority,,not permissioned,,,,,43.75,CCP Policy OP1 - Corporation Street. No pp. Still operational railway land? ,,,,,,,,06/09/2016,25/08/2017
