OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/suffolk-coastal,Suffolk Coastal District Council,SCDC001,,Land at Felixstowe Sunday Market site Sea Road,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,ETRS89,51.952098,1.337876,0.58,not owned by a public authority,yes,pending decision,,,http://publicaccess.eastsuffolk.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,48,"Erection of building containing 48 flats over ground floor commercial units. Erection of 11 houses (includes new private access road, parking and external works).",,,0,0,,,,2017-12-01,2017-12-01
http://opendatacommunities.org/id/district-council/suffolk-coastal,Suffolk Coastal District Council,SCDC002,,Old Station Works Westerfield Road Westerfield Ipswich IP6 9AB,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,ETRS89,52.082148,1.169579,3.65,not owned by a public authority,yes,permissioned,outline planning permission,2016-11-04,http://publicaccess.eastsuffolk.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,35,"Outline permission for the redevelopment of the site for a mixed use scheme comprising 1,120 sqm of office floorspace, 35 dwellings (12 affordable), 160sqm community floorspace, publicly accessible open space and associated works.",,,0,0,,,,2017-12-01,2017-12-01
http://opendatacommunities.org/id/district-council/suffolk-coastal,Suffolk Coastal District Council,SCDC003,,Street Farm The Street Witnesham Ipswich IP6 9HG,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,ETRS89,52.10552,1.187713,0.71,not owned by a public authority,yes,not permissioned,,,,,20,,,,0,0,,,,2017-12-01,2017-12-01
http://opendatacommunities.org/id/district-council/suffolk-coastal,Suffolk Coastal District Council,SCDC004,,Garage site Langer Road Felixstowe IP11 2HS,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,ETRS89,51.955499,1.337852,0.15,not owned by a public authority,yes,permissioned,full planning permission,2011-11-03,http://publicaccess.eastsuffolk.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,5,Erection of 5 dwellings and alterations to existing vehicular access,,,0,0,,,,2017-12-01,2017-12-01
http://opendatacommunities.org/id/district-council/suffolk-coastal,Suffolk Coastal District Council,SCDC005,,Penfold Road Felixstowe Suffolk IP11 7BP,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,ETRS89,51.965035,1.351361,0.12,not owned by a public authority,yes,permissioned,outline planning permission,2014-12-05,http://publicaccess.eastsuffolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NDR31EQXK7I00,,5,Demolition of existing building and construction of 5 dwellings with access and garaging (Outline),,,0,0,,,,2017-12-01,2017-12-01
http://opendatacommunities.org/id/district-council/suffolk-coastal,Suffolk Coastal District Council,SCDC006,,38-40 Victoria Street Felixstowe Suffolk IP11 7EW,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,ETRS89,51.962774,1.35275,0.08,not owned by a public authority,yes,permissioned,full planning permission,2015-03-12,http://publicaccess.eastsuffolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NIXVW0QXFHV00,,5,"Conversion of redundant buildings to new dwellings, erection of new flat to site frontage and erection of car ports and associated car parking",,,0,0,,,,2017-12-01,2017-12-01
http://opendatacommunities.org/id/district-council/suffolk-coastal,Suffolk Coastal District Council,SCDC007,,Former The Buregate Public House Sea Road Felixstowe Suffolk IP11 2DD,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,ETRS89,51.955253,1.34143,0.03,not owned by a public authority,yes,permissioned,full planning permission,2016-03-29,http://publicaccess.eastsuffolk.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,6,Change of use and refurbishment of the Buregate Public House to accommodate 6 residential units with associated parking and landscape works,,,0,0,,,,2017-12-01,2017-12-01
http://opendatacommunities.org/id/district-council/suffolk-coastal,Suffolk Coastal District Council,SCDC008,,Land At Junction With Garrison Lane And High Road West Felixstowe Suffolk,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,ETRS89,51.967572,1.346948,0.16,not owned by a public authority,yes,permissioned,outline planning permission,2016-11-17,http://publicaccess.eastsuffolk.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,10,"Residential development of ten units, alterations to existing vehicular access associated external works and parking.",,,0,0,,,Built part of site only included; permitted area includes some greenfield land,2017-12-01,2017-12-01
http://opendatacommunities.org/id/district-council/suffolk-coastal,Suffolk Coastal District Council,SCDC009,,Former Civil Service Sports Ground Straight Road Foxhall Suffolk IP10 0BZ,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,ETRS89,52.032778,1.238382,0.93,not owned by a public authority,yes,permissioned,full planning permission,2015-07-08,http://publicaccess.eastsuffolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NGZCWIQX06O00,,14,Proposed demolition of existing buildings and erection of 14 dwellings with associated vehicular access and external works.,,,0,0,,,,2017-12-01,2017-12-01
http://opendatacommunities.org/id/district-council/suffolk-coastal,Suffolk Coastal District Council,SCDC010,,Atlasfram Group Ltd New Road Framlingham Suffolk IP13 9AT,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,ETRS89,52.223713,1.339714,0.45,not owned by a public authority,yes,permissioned,full planning permission,2016-04-07,http://publicaccess.eastsuffolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NOA8Y9QXIHY00,,16,Erection of 16 dwellings following the demolition of existing office buildings (resubmission of previously withdrawn application DC14/2573).,,,0,0,,,,2017-12-01,2017-12-01
