OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,04/P0775,,"""59 Cambridge Road, West Wimbledon, London, SW20 0SB""",https://data.london.gov.uk/dataset/brownfield-land-register,ETRS89,-0.236037717,51.41262185,0.07,not owned by a public authority,,permissioned,full planning permis,29/11/2004,,,7,REDEVELOPMENT OF SITE INVOLVING DEMOLITION OF ALL EXISTING BUILDINGS AND THE ERECTION OF A FOUR STOREY FRONTAGE BUILDING (INCLUDING AN UNDERCROFT PARKING AREA) TO PROVIDE 5 X 2 BED FLATS; AND THE EREC,,,,,,,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,08/P0258,,"""Part of  ground, 1st & 2nd floors, 143 Cannon Hill Lane, Raynes Park, London, SW20 9BZ""",https://data.london.gov.uk/dataset/brownfield-land-register,ETRS89,-0.214256761,51.40335781,0.02,not owned by a public authority,,permissioned,full planning permis,24/06/2011,,,5,"PART SINGLE, PART DOUBLE STOREY REAR EXTENSION AND THIRD STOREY/MANSARD ROOF EXTENSION TO PROVIDE 3 X 1 BEDROOM AND 2 STUDIO FLATS WITH THE RETENTION OF TWO RETAIL UNITS AT GROUND FLOOR LEVEL, ALTERAT",,,,,,,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,08/P1522,,"""18 & 18a Oakwood Road, West Wimbledon, London, SW20 0PN""",https://data.london.gov.uk/dataset/brownfield-land-register,ETRS89,-0.240607836,51.41499962,0.04,not owned by a public authority,,permissioned,full planning permis,03/02/2010,,,5,DEMOLITION OF EXISTING TWO DWELLING HOUSES AND ERECTION OF 5 X 2 BED FLATS IN TWO STOREY BUILDING WITH ROOMS IN ROOF SPACE WITH FIVE OFF STREET CAR PARKING SPACES,,,,,,,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,08/P3098,,"""1 York Road, South Wimbledon, SW19 8TP""",https://data.london.gov.uk/dataset/brownfield-land-register,ETRS89,-0.188582455,51.42267556,0.06,not owned by a public authority,,permissioned,full planning permis,29/09/2009,,,8,"ERECTION OF 8 x  1 BED FLATS AND 4 x B1 UNITS,WITHIN THREE STOREY BUILDING AND ERECTION OF A TWO STOREY BUILDING ACCOMMODATING TWO CLASS B1 OFFICE UNITS WITH ASSOCIATED LANDSCAPING, 2 x CAR PARKING SP",,,,,,,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,09/P1848,,"""85 - 86 High Street, Wimbledon, SW19 5EG""",https://data.london.gov.uk/dataset/brownfield-land-register,ETRS89,-0.216555266,51.42507202,0.05,not owned by a public authority,,permissioned,full planning permis,11/07/2012,,,8,PROPOSED DEMOLITION OF EXISTING AND DEVELOPMENT OF 4 STOREY BUILDING (PLUS BASEMENT) WITH A1/A2 USE AT GROUND FLOOR AND 8 FLATS ON UPPER FLOORS WITH ASSOCIATED PARKING AND REFUSE TO THE REAR,See development description.Search application in Merton Planning Explorer for full details.,,,,,,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,09/P2716,,"""472 London Road, Mitcham, CR4 4ED""",https://data.london.gov.uk/dataset/brownfield-land-register,ETRS89,-0.172728096,51.39832633,0.05,not owned by a public authority,,permissioned,full planning permis,27/01/2010,,,5,APPLICATION FOR PLANNING PERMISSION TO  EXTEND THE TIME LIMIT FOR IMPLEMENTATION OF PLANNING PERMISSION 05/P2939 IN RESPECT OF THE CONVERSION OF A HOUSE IN MULTIPLE OCCUPATION TO FORM 1 X 2 BEDROOM AN,,,,,,,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,13/P0952,,"""247 The Broadway, Wimbledon, SW19 1SD""",https://data.london.gov.uk/dataset/brownfield-land-register,ETRS89,-0.195426872,51.41913666,0.14,not owned by a public authority,,permissioned,full planning permis,21/03/2014,,,9,DEMOLITION OF EXISTING OFFICE BUILDING AND CONSTRUCTION OF A NEW FIVE-STOREY BUILDING FOR FLEXIBLE OFFICE/HEALTH USE (CLASS B1/D1) PLUS 9 x 2 BED FLATS IN ADJOINING THREE-STOREY BUILDING.,See development description.Search application in Merton Planning Explorer for full details.,,,,,,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,13/P3496,,"""1st, 2nd & 3rd Floors, 138-140 Alexandra Road, Wimbledon, SW19 7JY""",https://data.london.gov.uk/dataset/brownfield-land-register,ETRS89,-0.206996974,51.42155143,0.05,not owned by a public authority,,permissioned,planning permission,20/12/2013,,,12,"PROPOSED CHANGE OF USE OF FIRST, SECOND AND THIRD FLOOR FROM OFFICES (CLASS B1) TO RESIDENTIAL (CLASS C3) CREATING 12 x SELF-CONTAINED FLATS",,,,,,,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,13/P3497,,"1st & 2nd Floors, 296 Kingston Road, Raynes Park, SW20 8LX""",https://data.london.gov.uk/dataset/brownfield-land-register,ETRS89,-0.21300321,51.40926107,0.06,not owned by a public authority,,permissioned,planning permission,23/12/2013,,,7,"CHANGE OF USE OF FIRST,SECOND AND THIRD FLOOR OFFICES (CLASS B1) TO RESIDENTIAL (CLASS C3) CREATING 7 x SELF-CONTAINED FLATS",,,,,,,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,13/P3761,,"1st, 2nd & 3rd Floors, 6-12 Gladstone Road, Wimbledon, SW19 1QT""",https://data.london.gov.uk/dataset/brownfield-land-register,ETRS89,-0.202145582,51.41904119,0.22,not owned by a public authority,,permissioned,planning permission,20/01/2014,,,11,"CHANGE OF USE OF FIRST, SECOND AND THIRD FLOORS OF COLLINGHAM HOUSE FROM B1(A) OFFICE SPACE TO C3 RESIDENTIAL, TO CREATE 11 x SELF-CONTAINED FLATS",,,,,,,,31/12/2017,31/12/2017
