OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
,Oadby and Wigston Borough Council,OWBCBFL/001,,"Former Oadby Swimming Pool Site, Leicester Road, Oadby, LE2 5HB",,OSGB36,461975,300785,0.26,Owned By A Public Authority,yes,Not Permissioned,N/A,N/A,,,10,Residential development has been deemed appropriate,,,,,,,,06/04/2017,06/04/2017
,Oadby and Wigston Borough Council,OWBCBFL/002,,"53-59 Queens Drive, Wigston, LE18 2DG",,OSGB36,459873,298998,0.09,Not Owned By A Public Authority,yes,Not Permissioned,N/A,N/A,,,15,Residential development has been deemed appropriate,,,,,,,,06/04/2017,06/04/2017
,Oadby and Wigston Borough Council,OWBCBFL/003,,"Land At Bennett Way, South Wigston , LE18 4SF",,OSGB36,459141,298613,0.13,Owned By A Public Authority,yes,Not Permissioned,N/A,N/A,,,8,Residential development has been deemed appropriate,,,,,,,,06/04/2017,06/04/2017
,Oadby and Wigston Borough Council,OWBCBFL/004,,"14-18 Dunton Street, Wigston, LE18 4PU",,OSGB36,458863,298266,0.021,Not Owned By A Public Authority,yes,Not Permissioned,N/A,N/A,,,5,Residential development has been deemed appropriate,,,,,,,,06/04/2017,06/04/2017
,Oadby and Wigston Borough Council,OWBCBFL/005,,"29-31 Canal Street, Wigston, LE18 4PL",,OSGB36,458946,298237,0.021,Not Owned By A Public Authority,yes,Not Permissioned,N/A,N/A,,,5,Residential development has been deemed appropriate,,,,,,,,06/04/2017,06/04/2017
,Oadby and Wigston Borough Council,OWBCBFL/006,,"8-10 Long Street, Wigston, LE18 2BP",,OSGB36,460459,298771,0.089,Not Owned By A Public Authority,yes,Not Permissioned,N/A,N/A,,,27,Residential development has been deemed appropriate,,,,,,,,06/04/2017,06/04/2017
,Oadby and Wigston Borough Council,OWBCBFL/007,,"271 Leicester Road, Wigston, LE18 1JW",,OSGB36,460362,300092,0.058,Not Owned By A Public Authority,yes,Not Permissioned,N/A,N/A,,,6,Residential development has been deemed appropriate,,,,,,,,06/04/2017,06/04/2017
,Oadby and Wigston Borough Council,OWBCBFL/008,,"Former Great Wigston Working Men's Club & Institute, 39 Long Street, Wigston, LE18 2AJ",,OSGB36,460545,298793,0.238,Not Owned By A Public Authority,yes,Not Permissioned,N/A,N/A,,,18,Residential development has been deemed appropriate,,,,,,,,06/04/2017,06/04/2017
,Oadby and Wigston Borough Council,OWBCBFL/009,,"Arriva Bus Depot, Station Street, Wigston, LE18 4TH",,OSGB36,459042,298539,1.11,Not Owned By A Public Authority,yes,Not Permissioned,N/A,N/A,,,43,Residential development has been deemed appropriate,,,,,,,,06/04/2017,06/04/2017
,Oadby and Wigston Borough Council,OWBCBFL/010,,"Sheldon House, 25 Church Street, Oadby, LE2 5DB",,OSGB36,462372,300537,0.06,Not Owned By A Public Authority,yes,Permissioned,Full Planning Permission,23/12/2015,,,6,Application granted for 6 additional dwellings,,,,,,,,06/04/2017,06/04/2017
,Oadby and Wigston Borough Council,OWBCBFL/011,,"Lyn House, 37-41 The Parade, Oadby, LE2 5BB",,OSGB36,462174,300642,,Not Owned By A Public Authority,yes,Permissioned,Prior Approval (Office To Dwellings),21/07/2015,,,18,Application granted for 18 additional dwellings,,,,,,,,06/04/2017,06/04/2017
,Oadby and Wigston Borough Council,OWBCBFL/012,,"34 Bell Street, Wigston, LE18 1AD",,OSGB36,460796,299043,0.034,Not Owned By A Public Authority,yes,Permissioned,Full Planning Permission,22/06/2015,,,8,Application granted for 8 additional dwellings,,,,,,,,06/04/2017,06/04/2017
,Oadby and Wigston Borough Council,OWBCBFL/013,,"52 Blaby Road, Wigston, LE18 4SD",,OSGB36,458946,298395,0.046,Not Owned By A Public Authority,yes,Permissioned,Full Planning Permission,20/01/2016,,,6,Application granted for 6 additional dwellings,,,,,,,,06/04/2017,06/04/2017
,Oadby and Wigston Borough Council,OWBCBFL/014,,"41-43 Canal Street,  Wigston, LE18 4PN",,OSGB36,458904,298121,0.0359,Not Owned By A Public Authority,yes,Permissioned,Full Planning Permission,29/09/2015,,,12,Application granted for 12 additional dwellings,,,,,,,,06/04/2017,06/04/2017
