OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SitePlanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedforPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,06/08/0010,,"Sandhill Park, Bishops Lydeard ",https://www.tauntondeane.gov.uk/media/2057/sandhill-park-mansion-sandhill-park-bishops-lydeard-06080010.pdf,OSGB36,315606,129902,57.24,not owned by a public authority,,permissioned,full planning permission,01/08/2013,,,28,Residential development of 54 units,,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,06/15/0019,,"Sandhill Park Mansion, Sandhill Park, Bishops Lydeard ",https://www.tauntondeane.gov.uk/media/2056/sandhill-park-mansion-sandhill-park-06150019.pdf,OSGB36,329935,129935,13.29,not owned by a public authority,,permissioned,full planning permission,22/04/2016,,,8,Conversion of barn and stable courtyard into 8 no dwellings,,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,25/12/0032oa,,"Langford Mead, Norton Fitzwarren, TA2 ",https://www.tauntondeane.gov.uk/media/2047/langford-mead-norton-fitzwarren-25120032.pdf,OSGB36,320280,125964,6.77,not owned by a public authority,,permissioned,outline planning permission,11/04/2013,,,227,"Mixed use development inc. up to 407 dwellings, idustrial units on 2.78ha",,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,25/13/0014,,"Langford Mead, Norton Fitzwarren, TA2 ",https://www.tauntondeane.gov.uk/media/2046/langford-mead-norton-fitzwarren-23130014.pdf,OSGB36,320220,126093,1.93,not owned by a public authority,,permissioned,reserved matters approval,06/08/2013,,,86,Residential development phase H6 Phase 2,,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,25/12/0017oa,,"Little Acre, Station Road, Norton Fitzwarren, TA2 6RG",https://www.tauntondeane.gov.uk/media/2048/little-acre-station-road-norton-fitzwarren.pdf,OSGB36,319442,125543,0.14,not owned by a public authority,,permissioned,outline planning permission,13/12/2013,,,6,Erection of 6 dwellings,,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,38/05/0430,,"57-59 Staplegrove Road, Taunton, TA1 1DG",https://www.tauntondeane.gov.uk/media/2176/57-59-staplegrove-road-taunton.pdf,OSGB36,322292,125045,0.16,not owned by a public authority,,permissioned,full planning permission,21/12/2005,,,14,Conversion of guesthouse to 14 two bedroom flats,,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,38/12/0164,,"Rear 12-13 East Reach, Taunton, TA1 3EW",https://www.tauntondeane.gov.uk/media/2118/rear-12-13-east-reach-taunton.pdf,OSGB36,323249,124576,0.05,not owned by a public authority,,permissioned,full planning permission,14/10/2016,,,10,Erection of block of 8 flats and block of 2 flats,,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,38/11/0596,,"Areas A, B, C and D, Firepool Lock, Taunton, TA1",https://www.tauntondeane.gov.uk/media/2119/areas-a-b-c-and-d-firepool-lock-taunton.pdf,OSGB36,323000,125350,2.4,not owned by a public authority,,permissioned,reserved matters approval,20/01/2012,,,204,Redevelopment to provide 204 dwellings,,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,38/13/0477oa,,"Area I, Firepool Lock, Taunton, TA1",https://www.tauntondeane.gov.uk/media/2120/area-i-firepool-lock-taunton.pdf,OSGB36,323032,125362,0.24,not owned by a public authority,,permissioned,outline planning permission,30/04/2015,,,44,Redevelopment for up to 44 dwellings,,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,38/15/0506,,"Area H, Firepool Lock, Taunton, TA1",https://www.tauntondeane.gov.uk/media/2121/area-h-firepool-lock-taunton.pdf,OSGB36,323024,125367,0.63,not owned by a public authority,,permissioned,reserved matters approval,02/03/2016,,,55,Erection of 55 apartments (inc. 45 retirement),,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,38/14/0076,,"Area F, Firepool Lock, Taunton, TA1",https://www.tauntondeane.gov.uk/media/2122/area-f-firepool-lock-taunton.pdf,OSGB36,323453,125402,0.3,not owned by a public authority,,permissioned,full planning permission,30/06/2016,,,24,Erection of 19 affordable flats and 5 affordable houses,,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,38/12/0234,,"Kings College, South Road, Taunton, TA1 3LA",https://www.tauntondeane.gov.uk/media/2177/kings-college-south-road.pdf,OSGB36,323258,124045,1.39,not owned by a public authority,,permissioned,full planning permission,06/09/2013,,,58,Erection of 58 dwellings (inc. 15 affordable),,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,38/12/0429,,"Freemantle House, Priory Avenue, Taunton, TA1 1XX",https://www.tauntondeane.gov.uk/media/2123/freemantle-house-priory-avenue-taunton.pdf,OSGB36,323080,124933,0.01,not owned by a public authority,,permissioned,full planning permission,15/05/2013,,,5,Erection of extension to provide 3x1 bed and 2x2 bed flats,,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,38/13/0420,,"1 Kingston Road, Taunton, TA2 7ED",https://www.tauntondeane.gov.uk/media/2126/1-kingston-road-taunton.pdf,OSGB36,322651,125521,0.05,not owned by a public authority,,permissioned,full planning permission,05/11/2014,,,40,Demolition of snooker hall and erection of 40 flats,,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,38/14/0355,,"Parmin Close, Taunton, TA1 2JY",https://www.tauntondeane.gov.uk/media/2130/parmin-close-taunton.pdf,OSGB36,324017,124389,0.95,not owned by a public authority,,permissioned,full planning permission,27/05/2015,,,47,Demolish 31 dwellings and erect 66 retirement flats and 12 assisted living flats,,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,38/16/0169,,"49 East Reach, Taunton, TA1 3EX",https://www.tauntondeane.gov.uk/media/2149/49-east-reach-taunton.pdf,OSGB36,323553,124652,0.02,not owned by a public authority,,permissioned,full planning permission,02/08/2016,,,11,Demolish retail unit with flat above and erect 12 flats,,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,38/16/0425,,"45 Wood Street, Taunton,TA1 1UW",https://www.tauntondeane.gov.uk/media/2158/45-wood-street-taunton.pdf,OSGB36,322487,124995,0.1,not owned by a public authority,,permissioned,full planning permission,31/03/2017,,,9,Demolish buildings and erect 9 dwellings,,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,38/16/0472,,"Laxton/Blackbrook Road, Taunton, TA1 2UR",https://www.tauntondeane.gov.uk/media/2161/laxton-blackbrook-road-taunton.pdf,OSGB36,325117,125287,0.09,owned by a public authority,,permissioned,full planning permission,02/03/2017,,,8,Demolish garages and erect 8 flats,,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,38/16/0484co,,"1-11a Bridge Street, Taunton, TA1 1JY",https://www.tauntondeane.gov.uk/media/2163/1-11a-bridge-street-taunton.pdf,OSGB36,322621,124850,0.06,not owned by a public authority,,permissioned,full planning permission,22/02/2017,,,6,COU 1st floor offices to 5 flats,,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,43/09/0062,,"1-1a Cornhill, Wellington, TA21 8LU",https://www.tauntondeane.gov.uk/media/2170/1-1a-cornhill-wellington.pdf,OSGB36,313884,120613,0.01,not owned by a public authority,,permissioned,full planning permission,28/08/2009,,,5,Conversion of single flat to 6 one bed flats,,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,43/11/0080,,"Tone Works, Milverton Road, Wellington, TA21 0BQ ",https://www.tauntondeane.gov.uk/media/2171/tone-works-wellington.pdf,OSGB36,312710,121872,1.9,not owned by a public authority,,permissioned,full planning permission,03/04/2012,,,90,Redevelopment of Tone Mill to include dwellings,,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,43/12/0032,,"rear of 21 High Street (vet clinic), Wellington, TA21 8QS",https://www.tauntondeane.gov.uk/media/2172/rear-of-21-high-street-wellington.pdf,OSGB36,313926,120751,0.08,not owned by a public authority,,permissioned,full planning permission,07/08/2013,,,7,Erection of 7 dwellings,,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/taunton-deane,Taunton Deane Borough Council,43/14/0137,,"Rear of former Three Cups, Fore Street, Wellington, TA21 8AQ",https://www.tauntondeane.gov.uk/media/2079/rear-of-former-three-cups-fore-street-wellington.pdf,OSGB36,313793,120430,0.09,not owned by a public authority,,permissioned,full planning permission,22/10/2015,,,7,Erection of 7 dwellings,,,,,,,,31/12/2017,
