OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/doc/district-council/exeter,Exeter,SHLAA Site 3,,"Exwick Middle School, Higher Exwick Hill, Exeter",,,,,1.24,Public ownership,,Not permissioned,,,,,47,,,,,,,,See constraints column for further information.,14/07/2016,14/07/2016
http://opendatacommunities.org/doc/district-council/exeter,Exeter,SHLAA Site 5,,"Foxhayes School, Gloucester Road, Exeter",,,,,0.76,Public ownership,,Not permissioned,,,,,10,,,,,,,,"See constraints column for further information.  Part of the site is required for community use, giving a net site area is approx 0.5 ha.",14/07/2016,14/07/2016
http://opendatacommunities.org/doc/district-council/exeter,Exeter,SHLAA Site 14,,"8 and 10 Church Road, Alphington, Exeter",,,,,0.14,Not in public ownership,,Permissioned,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=59870,,6,,,,,,,,See planning history and constraints columns for further information,14/07/2016,14/07/2016
http://opendatacommunities.org/doc/district-council/exeter,Exeter,SHLAA Site 101,,"Middlemoor HQ Site A, Greenwood Drive, Exeter",,,,,0.99,Public ownership,,Permissioned,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=67136,,34,,,,,,,,See planning history and constraints columns for further information,14/07/2016,14/07/2016
http://opendatacommunities.org/doc/district-council/exeter,Exeter,SHLAA Site 102,,"Middlemoor HQ Site B, Alderson Drive, Exeter",,,,,1.56,Public ownership,,Permissioned,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=67136,,49,,,,,,,,See planning history and constraints columns for further information,14/07/2016,14/07/2016
http://opendatacommunities.org/doc/district-council/exeter,Exeter,SHLAA Site 111,,"Eagle Yard, Tudor Street",,,,,0.1,Not in public ownership,,Permissioned,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=69380,,10,,,,,,,,See planning history and constraints columns for further information.  Consent relates to purpose built student accommodation.,14/07/2016,14/07/2016
http://opendatacommunities.org/doc/district-council/exeter,Exeter,SHLAA Site 118,,"Brewers Court, Frickers Yard, Willeys Avenue, Exeter",,,,,0.12,Not in public ownership,,Permissioned,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=70955; http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=72173,,5,,,,,,,,See planning history and constraints columns for further information,14/07/2016,14/07/2016
http://opendatacommunities.org/doc/district-council/exeter,Exeter,SHLAA Site 124,,"23 Cathedral Yard and 55-56 High Street, Exeter",,,,,0.04,Not in public ownership,,Permissioned,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=70666,,4,,,,,,,,See planning history and constraints columns for further information,14/07/2016,14/07/2016
http://opendatacommunities.org/doc/district-council/exeter,Exeter,SHLAA Site 131,,"91-97 Wonford Street, Exeter",,,,,0.08,Public ownership,,Not permissioned,,,"https://exeter.gov.uk/media/1671/shlaa-appendix-4-sites-without-pp-part-3-revised-2015.pdf, pages 367-370",,1,,,,,,,,See constraints column for further information. Part of site is not in public ownership.,14/07/2016,14/07/2016
http://opendatacommunities.org/doc/district-council/exeter,Exeter,SHLAA Site 336,,"102-104 Fore Street, Exeter",,,,,0.07,Not in public ownership,,Permissioned,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=62308,,7,,,,,,,,See planning history and constraints columns for further information,14/07/2016,14/07/2016
