OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR1,,"""Former Celestica, Castle Farm Way, Priorslee, Telford, Shropshire, TF2 9QS""",,OSGB36,372226,309811,16.52,Not owned by a public authority,Yes,Permissioned,outline planning permission,26/03/2014,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2013/0769,,600,"Erection of up to 600 dwellinghouses, means of access, internal roads, associated infrastructure, hard and soft landscaping and public open space",,,600,,,https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2013/0769,Full planning application TWC/2017/0941 recently submitted on site.,01/12/2016,01/12/2016
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR3,,"""Grange Park Primary School, Calcott, Stirchley, Telford, Shropshire, TF3 1YQ""",,OSGB36,370909,306755,0.58,Owned by a public authority,Yes,Permissioned,outline planning permission,04/10/2013,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2013/0808,,37,"Outline application for the demolition of the existing school buildings and erection of up to 37 dwellings together with associated open space, landscaping and infrastructure (all matters reserved)",,,37,,,https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2013/0808,Prior approval permission granted for demolition of the primary school under planning application TWC/2017/0506,01/12/2016,01/12/2016
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR4,,"""Sutherland Co Operative Academy, Gibbons Road, Trench, Telford, Shropshire, TF2 7JR""",,OSGB36,369884,312880,5.29,Owned by a public authority,Yes,Permissioned,outline planning permission,31/05/2016,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2013/0861,,123,"Outline planning permission for the erection of up to 123no. dwellings together with open space, sports pitches, landscaping and associated infrastructure, and the demolition of the existing school buildings with all matters reserved ",,,123,,,https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2013/0861,Demolition determination permitted development granted under TWC/2015/0208,01/12/2016,01/12/2016
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR5,,"""Land at Park Road, Dawley Bank, Telford, Shropshire""",,OSGB36,368522,308617,0.54,Owned by a public authority,yes,Permissioned,outline planning permission,23/11/2010,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2010/0502,,20,Outline application for 100% affordable residential development with all matters reserved for subsequent approval.,,,20,,,https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2010/0502,,01/12/2016,01/12/2016
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR6,,"""Land back of Constitutional Hill, College, Masonic Building Constitution Hill, Wellington, Telford, Shropshire, TF1 3AY""",,OSGB36,365373,311765,0.253,Not owned by a public authority,Yes,Permissioned,outline planning permission,16/04/2015,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2014/1053,,4,Outline application for the erection of 4no. dwellings with associated access,,,4,,,https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2014/1053,,01/12/2016,01/12/2016
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR10,,"""Old Park 1, Old Park Way""",,OSGB36,368771,309180,6,Owned by a public authority,,Not permissioned,,,,,200,LDO being progressed on site and 6.0ha is the proposed residential area.,,,200,,,,Full permission granted for importation of clean soil to test ground stability TWC/2016/1119,01/12/2016,01/12/2016
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR11,,"""Land off Garfield Road, Mossey Green""",,OSGB36,368460,310191,1.052,Not owned by a public authority,Yes,Permissioned,outline planning permission,04/12/2015,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2015/0369,,30,Site is part of planning application TWC/2015/0369 for 45 dwellings,,,30,,,https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2015/0369,,01/12/2016,01/12/2016
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR13,,"""Land East of Fence Road""",,OSGB36,367713,307939,0.43,Owned by a public authority,,Not permissioned,,,,,13,,,,13,,,,,01/12/2016,01/12/2016
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR14,,"""Granville, Donnington Employment Site""",,OSGB36,371245,312589,6.45,Owned by a public authority,,Not permissioned,,,,,406,Part of the site is a Local development Order proposed by the Council. 4.9ha is the proposed residential area for the LDO,,,406,,,,Part of the site is a Local development Order proposed by the Council. 4.9ha is the proposed residential area for the LDO,01/12/2016,01/12/2016
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR15,,"""Land fronting south side of Water Lane, Newport Shropshire TF10 7LD""",,OSGB36,374557,319274,1.38,Not owned by a public authority,,pending decision,Full planning permission,,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2016/0589,,67,Part of site has planning application for Erection of 9no. dwellings and 3no. Flats.,,,67,,,https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2016/0589,Part of site has planning application for Erection of 9no. dwellings and 3no. Flats.,01/12/2016,01/12/2017
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR16,,"""Old Park 2, Colliersway""",,OSGB36,368957,309468,6.571,Owned by a public authority,,Not permissioned,,,,,78,,,,78,,,,Site allocated in the emerging Local Plan,01/12/2016,01/12/2016
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR17,,"""Land at Mossey Green Land off Garfield Road, Red Lake, Ketley Bank, Telford, Shropshire""",,OSGB36,368525,310134,0.607,Not owned by a public authority,Yes,Permissioned,outline planning permission,04/12/2015,https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2015/0369,,20,Site has outline permission for erection of up to 45no. dwellings with all matters reserved,,,20,,,https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2015/0369,,01/12/2016,01/12/2017
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR18,,"""88-102 Potters Bank Holyhead Road Ketley Telford Shropshire""",,OSGB36,368100,311056,0.64,Not owned by a public authority,,Permissioned,Full planning permission,27/02/2017,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2015/1097,,12,Planning application submitted for erection of 10no. dwellings with associated garages and access.,,,12,,,https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2015/1097,,01/12/2016,01/12/2017
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR20,,"""British Sugar, Allscott, Telford, Shropshire""",,OSGB36,360676,312485,30.279,Not owned by a public authority,Yes,Permissioned,outline planning permission,09/05/2016,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2014/0113,,470,"Site now has planning permission for a mixture of uses including upto 470 dwellings, retail and a new primary school (TWC/2014/0113).",,,470,,,https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2014/0113,,01/12/2016,01/12/2016
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR21,,"""The Former Phoenix Secondary School, Manor Road, Dawley, Telford, Shropshire, TF4 3DZ""",,OSGB36,368326,306785,2.7,Owned by a public authority,,Not permissioned,,,,,231,A Local Development Order (LDO) for residential development is being progressed on the site.,,,231,,,,,01/12/2016,01/12/2016
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR22,,"""The Charlton School, Severn Drive, Dothill, Telford, Shropshire, TF1 3LE""",,OSGB36,364764,313057,2.016,Not owned by a public authority,yes,Not permissioned,,,,,164,,,,164,,,,,01/12/2016,01/12/2016
