"OrganisationURI","OrganisationLabel","SiteReference","PreviouslyPartOf","SiteNameAddress","SiteplanURL","CoordinateReferenceSystem","GeoX","GeoY","Hectares","OwnershipStatus","Deliverable","PlanningStatus","PermissionType","PermissionDate","PlanningHistory","ProposedForPIP","MinNetDwellings","DevelopmentDescription","NonHousingDevelopment","Part2","NetDwellingsRangeFrom","NetDwellingsRangeTo","HazardousSubstances","SiteInformation","Notes","FirstAddedDate","LastUpdatedDate"
"http://opendatacommunities.org/id/unitary-authority/bristol","Bristol City Council","11/03042/R","","7 Orange Street Bristol BS2 9HG","http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=LOVMOHDN00U00","ETRS89",51.460551,-2.583605,0.03,"unknown ownership","yes","permissioned","full planning permission","2012-03-08","http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=LOVMOHDN00U00","",9,"9 Dwellings","","","","","","","","2017-12-19","2017-12-19"
"http://opendatacommunities.org/id/unitary-authority/bristol","Bristol City Council","15/03305/F","","Former Depot Site Deans Mead Bristol BS11 0QX","http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NQK4ISDNL0K00","ETRS89",51.499043,-2.660111,0.19,"owned by a public authority","yes","permissioned","full planning permission","2015-09-10","http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NQK4ISDNL0K00","",5,"5 Dwellings","","","","","","","","2017-12-19","2017-12-19"
"http://opendatacommunities.org/id/unitary-authority/bristol","Bristol City Council","16/02580/M","","Garages South Road Bedminster Bristol","http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O72EXCDNMDY00","ETRS89",51.437591,-2.604718,0.04,"unknown ownership","yes","permissioned","full planning permission","2016-07-12","http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O72EXCDNMDY00","",5,"5 Dwellings","","","","","","","","2017-12-19","2017-12-19"
"http://opendatacommunities.org/id/unitary-authority/bristol","Bristol City Council","10/04771/F","","Ashley Area Office 98-100 Grosvenor Road Bristol BS2 8YA","http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=LB7SBSDN00C00","ETRS89",51.464688,-2.581778,0.03,"unknown ownership","yes","permissioned","full planning permission","2011-03-03","http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=LB7SBSDN00C00","",7,"7 Dwellings","","","","","","","","2017-12-19","2017-12-19"
"http://opendatacommunities.org/id/unitary-authority/bristol","Bristol City Council","13/05307/F","","88 - 94 West Street Bedminster Bristol BS3 3LL","http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MWCUOJDNK8000","ETRS89",51.437853,-2.603951,0.04,"unknown ownership","yes","permissioned","full planning permission","2014-03-06","http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MWCUOJDNK8000","",9,"9 Dwellings","Shops (A1): 154sqm","","","","","","","2017-12-19","2017-12-19"
"http://opendatacommunities.org/id/unitary-authority/bristol","Bristol City Council","13/01308/F","","7 Constitution Hill Bristol BS8 1DG","http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MK84FDDN00C00","ETRS89",51.452670,-2.610402,0.05,"unknown ownership","yes","permissioned","full planning permission","2013-06-27","http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MK84FDDN00C00","",5,"5 Dwellings","","","","","","","","2017-12-19","2017-12-19"
"http://opendatacommunities.org/id/unitary-authority/bristol","Bristol City Council","15/03304/F","","Garages Rear Of Chapel Lane Lawrence Weston Bristol","http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NQK4HVDNL0I00","ETRS89",51.504186,-2.649434,0.20,"owned by a public authority","yes","permissioned","full planning permission","2015-09-10","http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NQK4HVDNL0I00","",5,"5 Dwellings","","","","","","","","2017-12-19","2017-12-19"
"http://opendatacommunities.org/id/unitary-authority/bristol","Bristol City Council","12/01554/F","","47 And 49 Springfield Road Bristol BS6 5SW","http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=M1YH17DN0BG00","ETRS89",51.465285,-2.592652,0.06,"unknown ownership","yes","permissioned","full planning permission","2012-05-28","http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=M1YH17DN0BG00","",8,"8 Dwellings","","","","","","","","2017-12-19","2017-12-19"
"http://opendatacommunities.org/id/unitary-authority/bristol","Bristol City Council","15/02242/F","","6 Kingsdown Parade Bristol BS6 5UD","http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NNVLG8DNJIE00","ETRS89",51.460711,-2.597655,0.10,"unknown ownership","yes","permissioned","full planning permission","2015-07-24","http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NNVLG8DNJIE00","",5,"5 Dwellings","","","","","","","","2017-12-19","2017-12-19"
"http://opendatacommunities.org/id/unitary-authority/bristol","Bristol City Council","11/02423/F","","Techouse 6 Marsh Street City Centre Bristol BS1 4BG","http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=LMQHSRDNK8000","ETRS89",51.453130,-2.596457,0.03,"unknown ownership","yes","permissioned","full planning permission","2012-05-30","http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=LMQHSRDNK8000","",6,"6 Dwellings","Restaurants and cafés (A3): 522sqm","","","","","","","2017-12-19","2017-12-19"
