OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,16/03163/FUL,,"Former Swimming Pool, Broad Campden, Chipping Campden",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=415493.000000&StartNorthing=238088.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,415493,238088,0.78,not owned by a public authority,yes,permissioned,full planning permission,13/03/2017,,,6,Construction of six dwellings,,,,,,,Has planning permission for six dwellings,13/11/2017,13/11/2017
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,15/00254/FUL,,"4-6 Black Jack Street, Cirencester",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=402211.000000&StartNorthing=202115.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,402211,202115,2.06,not owned by a public authority,yes,permissioned,full planning permission,26/03/2015,,,7,"Demolition (in part) of 4 Black Jack Street, and outbuildings to rear of 4-6 Black Jack Street and erection of 7 houses",,,,,,,Has planning permission for seven dwellings,13/11/2017,13/11/2017
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,16/00224/FUL,,"Cirencester Baptist Church, 37A Coxwell Street, Cirencester",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=402155.000000&StartNorthing=202143.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,402155,202143,0.06,not owned by a public authority,yes,permissioned,full planning permission,19/05/2016,,,5,Change of use and conversion of Baptist Church to five residential units,,,,,,,Has planning permission for five dwellings,13/11/2017,13/11/2017
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,16/03017/REM,,"Chesterton Halt Adult Training Centre, Meadow Road, Cirencester",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=402356.000000&StartNorthing=201210.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,402356,201210,0.48,not owned by a public authority,yes,permissioned,reserved matters approval,22/11/2016,,,24,Redevelopment to provide 24  apartments,,,,,,,Has planning permission for 24 dwellings,13/11/2017,13/11/2017
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,16/05023/FUL,,"First Floor, 27 Dyer Street, Cirencester",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=402567.000000&StartNorthing=201987.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,402567,201987,0.16,not owned by a public authority,yes,permissioned,full planning permission,08/03/2017,,,6,Change of use of gym to create six apartments ,,,,,,,Has planning permission for six dwellings,13/11/2017,13/11/2017
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,17/00549/OFRPAN,,"Gap House, 1 Longwood Court, Love Lane, Cirencester",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=402854.000000&StartNorthing=200775.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,402854,200775,0.01,not owned by a public authority,yes,permissioned,planning permission granted under an order,30/03/2017,,,6,Change of use from offices to six apartments ,,,,,,,Has planning permission for six dwellings,01/12/2017,01/12/2017
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,17/01659/FUL,,"38 Cricklade Road, Cirencester",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=403192.000000&StartNorthing=200969.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,403192,200969,0.1,not owned by a public authority,yes,permissioned,full planning permission,25/08/2017,,,8,Demolition of existing dwelling house and outbuildings and erection of two blocks consisting of in total of eight flats,,,,,,,Has planning permission for eight dwellings,13/11/2017,13/11/2017
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,17/02205/FUL,,"50-52 Lewis Lane, Cirencester",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=402669.000000&StartNorthing=201879.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,402669,201879,0.04,not owned by a public authority,yes,permissioned,full planning permission,10/08/2017,,,7,Change of use from shop to seven flats,,,,,,,Has planning permission for seven dwellings,13/11/2017,13/11/2017
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,C_17,,"42-54 Querns Lane, Cirencester",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=402255.000000&StartNorthing=201621.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,402255,201621,0.18,not owned by a public authority,,not permissioned,,,,,6,Suitable for development (six dwellings),,,,,,,Proposed allocation for six dwellings - see SHELAA (November 2017) for further information,13/11/2017,13/11/2017
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,C_57/C_101A /C_101B,,"Forum Car Park, Magistrates Court and Cirencester Police Station, Cirencester",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=402493.000000&StartNorthing=201869.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,402493,201869,0.88,owned by a public authority,,not permissioned,,,,,24,Suitable for mixed use (24 flats) subject to the outcome of the Cirencester Parking Strategy,Suitable for mixed use also including 900sqm retail and a public car park,,,,,,Proposed allocation for 24 dwellings - see SHELAA (November 2017) for further information,13/11/2017,13/11/2017
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,C_82B,,"Paternoster House, Watermoor Road, Cirencester",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=402485.000000&StartNorthing=201500.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,402485,201500,0.51,owned by a public authority,,not permissioned,,,,,13,Suitable for demolition and new-build housing (13 dwellings),,,,,,,Proposed allocation for 13 dwellings - see SHELAA (November 2017) for further information,13/11/2017,13/11/2017
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,C_97/CIR_E12,,"Old Memorial Hospital Site & Car Park, Sheep Street, Cirencester",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=402112.000000&StartNorthing=201839.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,402112,201839,0.38,owned by a public authority,,not permissioned,,,,,9,Suitable for car parking and development (nine dwellings) subject to completion of the car parking strategy,Suitable for mixed use also including public car park,,,,,,Proposed allocation for nine dwellings - see SHELAA (November 2017) for further information,13/11/2017,13/11/2017
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,14/05225/OUT,,"Ullenwood Court, Ullenwood, Coberley",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=393929.000000&StartNorthing=217132.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,393929,217132,7.27,not owned by a public authority,yes,permissioned,outline planning permission,29/01/2016,,,20,Residential re-development consisting of 20 units,Provision of equivalent replacement stable facilities and riding arena ,,,,,,Has planning permission for 20 dwellings,13/11/2017,13/11/2017
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,17/00820/FUL,,"White House, Stow Road, Moreton-in-Marsh",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=420426.000000&StartNorthing=232031.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,420426,232031,0.07,not owned by a public authority,yes,permissioned,full planning permission,25/07/2017,,,6,Demolition of existing dwelling and erection of six flats,,,,,,,Has planning permission for six dwellings,13/11/2017,13/11/2017
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,17/03221/FUL,,"Former Hospital Site, Moreton-in-Marsh",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=420362.000000&StartNorthing=232714.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,420362,232714,0.79,not owned by a public authority,,permissioned,full planning permission,21/11/2017,,,20,Residential development to provide 20 homes (19 retirement homes and 1 open market),,,,,,,Has planning permission for 20 dwellings,13/11/2017,01/12/2017
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,M_63,,"British Legion Site, Moreton-in-Marsh",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=420630.000000&StartNorthing=232629.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,420630,232629,0.29,not owned by a public authority,,not permissioned,,,,,30,Suitable for development (30 dwellings),,,,,,,Proposed allocation for 30 dwellings - see SHELAA (November 2017) for further information,13/11/2017,13/11/2017
