OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/unitary-authority/medway,Medway,707,,"""LIFT site, 551-555 Canterbury Street, Gillingham""",http://maps.medway.gov.uk/webmaplayersext/map.aspx,OSGB36,577726,166983,0.28,mixed ownership,,pending decision,,,http://publicaccess.medway.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_MEDWA_DCAPR_148102,,9,Upto 13 dwellings,,,9,13,,,,30/06/2016,18/12/2017
http://opendatacommunities.org/id/unitary-authority/medway,Medway,740,,"""Communal areas, John Street, Rochester""",http://maps.medway.gov.uk/webmaplayersext/map.aspx,OSGB36,574353,167871,0.9,not owned by a public authority,,permissioned,full planning permission,11/02/2016,http://publicaccess.medway.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_MEDWA_DCAPR_133721,,8,6 one bedroom and 2 two bedroom flats,,,8,8,,,,30/06/2016,18/12/2017
http://opendatacommunities.org/id/unitary-authority/medway,Medway,757,,"""Between Cross Street & The Brook, Chatham""",http://maps.medway.gov.uk/webmaplayersext/map.aspx,OSGB36,576125,167784,0.79,unknown ownership,,not permissioned,,,,,26,,,,26,118,,http://publicaccess.medway.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_MEDWA_DCAPR_117157,"Expired outline planning permission for 14 houses, 104 flats and 3,375sqm retail floorspace. ",30/06/2016,18/12/2017
http://opendatacommunities.org/id/unitary-authority/medway,Medway,810,,"""Junction of Pier Road and Medway Road, Gillingham""",http://maps.medway.gov.uk/webmaplayersext/map.aspx,OSGB36,577528,169348,0.59,not owned by a public authority,,not permissioned,,,,,20,,,,20,82,,,,30/06/2016,18/12/2017
http://opendatacommunities.org/id/unitary-authority/medway,Medway,1052,,"""101 Beacon Road, Chatham""",http://maps.medway.gov.uk/webmaplayersext/map.aspx,OSGB36,577353,166922,0.41,not owned by a public authority,,not permissioned,,,,,14,,,,14,14,,,,30/06/2016,18/12/2017
http://opendatacommunities.org/id/unitary-authority/medway,Medway,1056,,"""6-11 New Road Avenue, Chatham""",http://maps.medway.gov.uk/webmaplayersext/map.aspx,OSGB36,575328,167850,0.28,not owned by a public authority,,not permissioned,,,,,9,,,,9,39,,,,30/06/2016,18/12/2017
http://opendatacommunities.org/id/unitary-authority/medway,Medway,1100,,"""Greatfield Lodge, Darnley Road, Strood""",http://maps.medway.gov.uk/webmaplayersext/map.aspx,OSGB36,571911,168680,0.34,unknown ownership,,not permissioned,,,,,21,,,,21,24,,http://publicaccess.medway.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_MEDWA_DCAPR_129666,Expired planning permission for extension to facilitate conversion to 14 one bed and 10 two bed flats.,30/06/2016,18/12/2017
http://opendatacommunities.org/id/unitary-authority/medway,Medway,1106,,"""Miles Place, Delce Road, Rochester""",http://maps.medway.gov.uk/webmaplayersext/map.aspx,OSGB36,574608,167373,0.31,unknown ownership,,not permissioned,,,,,10,,,,10,43,,,,30/06/2016,18/12/2017
http://opendatacommunities.org/id/unitary-authority/medway,Medway,1136,,"""Lennox Wood, Petham Green, Twydall""",http://maps.medway.gov.uk/webmaplayersext/map.aspx,OSGB36,580359,166950,0.43,not owned by a public authority,,permissioned,full planning permission,09/07/2015,http://publicaccess.medway.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_MEDWA_DCAPR_132466,,20,20 two and 3 bedroomed houses,,,20,20,,,,30/06/2016,18/12/2017
